lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0141,AK0145,AK0164,AK0174,AK0175,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,Blank-1x
[TG(56:7)]_FA18:0,1.299677035,10.53226434,14.77771259,1.21E-04,0.010059563,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,TAG,943152.2006,495628.2917,729483.5671,590166.0641,2770914.838,2767919.028,1308515.704,615469.5682,1345158.384,1807071.777,2089486.553,23058.56154
O-oleoylcarnitine | Elaidic carnitine,1.211377244,12.21854753,12.91180636,3.27E-04,0.025726026,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,3820394.435,3214902.058,3751924.939,3531222.873,4466181.607,4500714.607,4666630.672,4017380.488,5047570.275,4452473.421,4604750.221,1027604.653
"Linoelaidyl carnitine | O-linoleoylcarnitine | 9,12-Hexadecadienylcarnitine",1.167273017,12.40986075,12.02209791,5.26E-04,0.03935126,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,4480439.955,4243113.879,4565989.57,3877340.135,5025627.596,4804016.553,5700394.261,4870150.984,5422371.992,5025861.289,5150018.914,1090622.943
LPS(18:4),-1.118808432,8.514151207,11.59233402,6.62E-04,0.045062587,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PS,949160.8773,807557.5289,1060667.427,939606.6331,241335.7977,198029.7762,157317.0897,132398.8509,195511.2529,178428.852,219154.4162,45608.60339
LPS(18:4)_2,-1.12158258,8.525733709,11.64915101,6.42E-04,0.045062587,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PS,978788.0674,814501.9983,1080098.038,922796.455,234472.9327,190909.2953,153063.4309,136542.6514,197616.2764,185659.1728,221053.7742,47694.24353
FA(15:0),1.137799913,10.05007099,11.44345098,7.17E-04,0.04669756,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,FA,834350.6587,795665.3126,583804.8408,856296.7024,845644.2795,997021.3467,1118561.937,778223.2125,848283.2567,661402.572,934859.0604,440589.4131
[TG(60:0)]_FA20:0,-1.099049525,12.23346586,11.19170901,8.22E-04,0.051249567,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,TAG,14721373.26,5769923.574,17261400.44,9908253.451,4113676.903,2463314.045,2171017.905,846464.6288,4454106.392,2212859.374,2325996.969,722759.3523
FA(17:0),1.113080702,11.15219313,10.96822641,9.27E-04,0.055501232,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,FA,1648479.064,2098835.01,1361150.79,2055697.993,1811502.199,2286791.913,1995212.116,1831251.683,1952648.18,1742066.269,2260687.881,741267.4526
Stearidonyl carnitine,1.102904092,12.3980424,10.77524863,0.001028664,0.059227307,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,4631399.169,4309436.867,4759639.526,3902662.338,5111208.078,4985346.635,5221485.52,4340170.606,5567244.859,5136975.07,5288394.717,1100202.317
PG(42:9),1.09265667,8.038211211,10.58221283,0.001141809,0.06330697,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PG,300610.6636,178812.8936,214419.5157,186970.2742,276972.5379,201335.0558,192109.0566,334137.2248,210534.513,317066.8073,243110.3573,34404.86261
Stearoylcarnitine | hexadecanedioic acid mono-L-carnitine ester,1.086289505,12.6349929,10.46350603,0.00121756,0.065095962,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,5946048.797,5076820.901,6029775.671,4622050.815,5989204.473,6132615.288,6469562.666,5223586.805,6378907.953,6138234.35,6154790.332,1062245.169
PE(22:2),-1.024029034,9.038449228,9.730789394,0.001812066,0.093540121,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PE,574898.643,553507.6569,308893.1411,579248.9093,169551.6913,68475.44472,124172.6689,123578.4715,155409.0675,59948.88353,75330.52545,696946.3247
[TG(54:8)]_FA16:1,1.019602234,9.868535768,9.254444818,0.002349245,0.113259563,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,TAG,920893.0481,422396.1466,670988.1033,521940.2179,1650470.937,1680002.402,767312.7281,354024.8701,841230.8066,1054051.145,1208335.341,29435.76212
3-hydroxypalmitoleoylcarnitine | Heptadecanoyl carnitine,1.017746796,11.64665598,9.221828099,0.002391466,0.113259563,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,3025970.201,2565661.355,3068166.078,2327843.159,3155632.521,3062052.84,3153356.02,2552459.286,3251961.603,2805499.636,3039220.545,638254.459
FA(18:4),1.016473741,8.785247676,9.199323294,0.002421046,0.113259563,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,FA,330942.0023,404067.0721,266600.9189,571434.2775,318459.9401,324024.7849,11947.06086,30201.92223,1258506.156,490802.6139,414682.7262,127843.5893
Arachidyl carnitine | O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine,1.008658808,10.50328099,9.06259298,0.002608917,0.114869099,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,1351702.412,1218282.745,1247825.598,1338478.732,1319755.129,1266553.029,1292452.127,1151711.218,1514329.374,1364969.736,1509588.706,292378.0401
LPE(13:0),1.012641972,1.360565863,9.100129123,0.002555915,0.114869099,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PE,1730.480118,1908.620136,1735.480114,1721.040115,1693.440109,1482.620113,1587.120106,1634.980114,1889.540138,1571.640129,2990.680218,1663.800114
PS(O-40:4),1.005056658,8.577692437,8.999726395,0.0027002,0.115491424,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PS,422513.312,239108.4199,424976.8711,229603.6158,448855.7366,352451.0296,338491.689,286283.4226,271242.6991,530857.6354,475242.6767,39735.94287
(11Z)-eicoseneoylcarnitine,0.978514682,10.41934197,8.543679759,0.00346724,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,1232529.298,1128833.573,1278053.768,1238776.132,1282045.154,1173379.285,1273471.427,1123954.241,1403092.836,1211117.044,1347732.797,285046.4787
[TG(60:4)]_FA20:4,-0.942415693,12.43691019,8.253881573,0.004066495,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,TAG,15791978.32,8166732.927,18698053.39,12364862.13,5742388.737,3512731.431,2886654.615,1250540.122,5218830.293,2939363.715,3308082.662,40900.82312
12-Hydroxy-12-octadecanoylcarnitine | 3-hydroxyoctadecanoylcarnitine,0.95505602,10.77959229,8.149682829,0.004306869,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,1577006.358,1500475.088,1676762.381,1540232.398,1754820.512,1612063.187,1717306.857,1363540.259,1757777.825,1624814.66,1667559.611,327414.4421
CE(15:0),0.952916683,9.598202813,8.114145351,0.004392117,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CE,1178369.276,960665.4268,1045205.176,312532.9205,417044.667,743461.3333,711950.0933,635065.9443,800429.5791,772022.0708,801382.9324,89103.66654
CE(15:1),0.961815714,9.602584144,8.262296493,0.004047689,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CE,1199737,952810.0273,1045489.874,306752.9394,423149.8651,736011.0537,721170.7349,644670.1643,825408.7788,777016.0198,800593.8789,82103.88539
FA(22:6),0.950961429,11.37103656,8.081807955,0.004471182,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,FA,2553085.083,2418049.578,1629807.98,3497903.936,2264430.119,2309174.925,2329314.824,1550972.206,2358323.107,2051314.752,4642534.293,497382.3004
O-arachidonoylcarnitine,0.966187131,10.3812332,8.335552044,0.003887666,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,1193630.887,1139910.065,1279831.389,1206460.607,1209762.473,1112689.015,1192857.048,1100020.077,1361399.116,1199637.746,1326909.999,287038.3799
PC(32:0),0.953185742,10.99781164,8.118649571,0.004381218,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2509481.664,2016260.301,2634014.702,1598458.131,1740062.194,2720076.027,2188621.24,643411.6972,1381062.859,3204543.151,2640627.935,31963.28235
PC(32:1),0.977880807,10.99900429,8.532938226,0.003487762,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2447958.679,1987075.472,2664439.471,1566100.53,1716605.916,2745035.833,2197365.929,660379.8216,1349672.703,3234362.919,2667927.1,30584.48239
PC(32:2),0.962011197,10.99328527,8.265608295,0.004040312,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2479039.437,2002133.179,2650151.385,1586910.606,1713305.453,2688654.877,2205607.811,596026.8492,1371958.622,3255056.091,2670445.18,29463.12234
PC(32:3),0.971987952,10.98697706,8.433210212,0.003684293,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2470889.898,1961485.079,2644561.596,1562166.902,1696929.313,2719302.318,2215944.199,623123.3209,1353110.933,3185798.409,2642901.32,30471.70233
PC(O-34:0),0.952072634,11.0629394,8.10020248,0.004426031,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2638940.62,2038398.581,2794479.234,1628043.358,1880555.193,2881585.544,2328051.441,690433.7332,1449611.475,3294359.181,2723293.745,27564.40201
PC(O-34:1),0.966248894,11.03168099,8.336608395,0.003885406,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2572400.248,1989298.222,2686902.147,1583749.499,1836425.917,2820186.048,2241180.817,668725.6261,1410028.986,3302377.52,2685951.244,26734.44186
PC(O-34:2),0.959933417,11.03301701,8.230900185,0.00411831,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2556333.739,1994034.226,2741971.712,1558211.041,1848287.393,2776374.283,2247276.788,652727.0269,1423372.424,3282907.387,2750613.447,29145.62201
PC(O-34:3),0.971540792,11.11672528,8.425667038,0.003699609,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2742985.546,2087583.741,2847270.143,1677643.127,1935550.395,2972707.672,2448925.471,675332.7595,1494965.354,3508903.099,2837555.888,29839.90222
PC(O-34:4),0.995691407,11.17389472,8.837654592,0.002950781,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2752887.865,2202225.76,2938619.968,1762870.631,1961264.915,3170343.106,2558728.874,702325.4208,1533491.648,3630164.488,2992688.416,28695.90201
PC(P-32:4),0.97280591,11.13295841,8.447022932,0.003656415,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2743233.265,2170953.798,2908159.943,1710545.787,1902368.077,3015352.586,2459574.613,712148.8683,1473190.638,3533787.389,2908402.832,28278.1022
SM(d18:0/18:0),0.957647166,10.98981208,8.192786661,0.004205727,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,SM,2458332.135,2010927.901,2645865.451,1574228.753,1720870.083,2727747.336,2225302.51,614570.9206,1341255.237,3210713.94,2590169.539,33657.44226
SM(d18:1/18:0),0.979673927,11.00975539,8.563392057,0.003429898,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,SM,2497003.701,1999426.037,2648784.814,1578982.227,1729982.56,2707399.889,2270308.343,641392.2231,1388642.48,3270647.283,2677400.76,31011.60199
SM(d18:1/18:1)9Z)),0.963443858,10.98869627,8.289579832,0.003987321,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,SM,2433478.289,2003340.467,2630212.091,1579978.021,1726936.339,2698214.433,2167647.081,617838.7807,1376063.153,3242008.487,2637814.931,30199.34219
SM(d18:2/18:1),0.969486392,10.99431071,8.391039453,0.003770752,0.119524266,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,SM,2488255.268,1953659.096,2671373.109,1555828.257,1726491.237,2733861.442,2240428.316,626441.8921,1380737.329,3157672.981,2663653.368,29740.58191
"(11Z,14Z)-eicosadienoylcarnitine",0.944178738,10.32959224,7.969911961,0.004756125,0.121224858,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,1189427.446,1130798.743,1181701.883,1254938.156,1132406.297,1106398.52,1174063.134,979734.9115,1315000.881,1150253.92,1287640.154,283604.8808
PC(32:4),0.943678582,10.79203319,7.961707062,0.004777733,0.121224858,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2183405.805,1734827.617,2354582.856,1377742.599,1495562.265,2385223.297,1936144.743,555105.6411,1215401.228,2649344.316,2311736.597,30874.52216
PI(O-42:6),-0.925940174,10.74141704,7.969888149,0.004756188,0.121224858,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PI,2817056.074,4733123.549,4409186.043,4884133.318,1538951.827,430699.951,1473574.523,840346.1226,2125877.881,320021.4232,432293.3812,18925.9013
LPG(15:1),0.941941161,1.357630489,7.906143218,0.00492672,0.121399957,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PG,2422.160168,1660.460125,1860.680122,1975.280144,1607.700111,1704.380108,2089.880135,1664.580135,1818.440136,1722.960125,2047.280144,1553.920113
O-(17-carboxyheptadecanoyl)carnitine,0.939842495,10.51770789,7.898776298,0.004946825,0.121399957,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,1302763.054,1252655.942,1400390.739,1404002.066,1360204.281,1307444.472,1324546.152,1138653.32,1483293.479,1284833.246,1479967.36,309643.5224
LPE(14:0),0.92726135,1.210248021,7.663768957,0.005634069,0.1360355,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PE,1709.720112,1743.340111,1586.160107,1548.460102,1688.360119,1591.800114,1662.440121,1749.940125,1542.880104,1482.660107,1575.600105,1479.660095
PG(O-42:2),0.91927911,7.855524879,7.565271716,0.005950368,0.141392084,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PG,301012.3997,180668.6344,213588.8152,187131.4736,236376.0939,168990.8495,170186.5516,270781.1398,177031.436,265715.8764,220226.5963,32982.28226
FA(22:0),0.91529431,13.05295175,7.501674583,0.006164165,0.144183674,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,FA,7392204.652,9171471.068,6790860.651,12776242.21,5905511.967,6599116.07,6171871.086,3610485.28,5792852.909,7560239.307,21887110.6,1157658.54
CerP(d18:1/2:0),0.909412017,2.436598861,7.395487354,0.006538771,0.150592918,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,Cer,3723.68026,4030.760269,3909.740273,3780.520279,4033.720268,3794.480259,3584.960258,3736.900249,3694.180271,3736.020252,4083.040298,3441.740246
1-O-palmitoyl-Cer(d18:1/16:0),0.90347124,3.081131765,7.305026978,0.006876196,0.155282386,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,Cer,4830.920345,6407.380444,5189.240356,4676.500362,6160.180386,5631.440369,3930.260254,6120.620476,6000.080414,4370.340328,5721.100395,6578.160408
PC(34:6),0.901701935,11.17446762,7.285885569,0.006949846,0.155282386,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,2957384.876,2231996.077,3159622.339,1802516.471,2030590.758,3116221.129,2471955.57,721939.7856,1557687.404,3507775.911,2921305.178,30682.86209
[TG(52:6)]_FA18:1,-0.880058423,9.289786231,7.204302577,0.007272901,0.155536175,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,TAG,510855.2599,644521.0151,559940.3976,507403.0109,194558.9733,125282.9083,89715.40479,152460.3691,108785.927,126259.4083,162217.8322,841502.9496
CE(16:3),0.89814773,9.714368917,7.229912711,0.007169869,0.155536175,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CE,1305368.587,1046914.478,1150298.96,360634.7677,471574.6923,797526.4951,763953.9541,665307.5701,875816.3291,813374.4766,852996.479,103143.0874
FA(18:3),-0.880797863,9.181045914,7.216468887,0.007223767,0.155536175,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,FA,978605.1459,1027099.472,840734.903,1079039.476,900973.9652,636181.5847,7950.560535,12520.48088,21448.66154,753626.3317,273185.3411,231365.0361
1-O-tricosanoyl-Cer(d18:1/16:0),0.892416359,2.504550104,7.128918058,0.007585048,0.159927004,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,Cer,4487.660305,4586.880325,3911.700275,3936.380276,4180.200306,3799.940258,3639.680241,4657.500275,3852.880287,3854.100273,3973.340279,3450.980244
Cer(d18:1/2:0),0.884888247,2.394515474,7.010784432,0.008102017,0.168454444,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,Cer,3856.880291,3747.780273,3665.34024,3596.760277,4059.020298,3706.800274,3423.460236,3512.340248,3614.840252,3622.840256,3764.20026,3421.360245
1-O-behenoyl-Cer(d18:1/16:0),0.877298354,2.592042677,6.895723882,0.008640217,0.174789253,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,Cer,4484.820324,5703.60043,4355.200317,3850.560276,4372.380329,4544.720314,3847.680279,5098.460361,4085.260284,3895.660278,3839.48027,3583.220245
PC(34:5),0.877160079,11.75745716,6.903770272,0.008601417,0.174789253,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PC,4317634.765,3052255.837,4862885.295,2464024.605,3555999.994,4623172.471,3708256.397,1083493.547,2299520.947,5105098.14,4544752.029,35443.6026
LPE(24:1),-0.85468658,6.952257441,6.79699515,0.009131142,0.182257601,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PE,721564.319,145405.7899,76986.94415,228950.3359,105429.468,49865.00272,78046.40576,68355.52448,97214.56812,39484.80347,52015.74248,22666.34161
1-O-lignoceroyl-Cer(d18:1/16:0),0.865282392,2.471379524,6.711428378,0.009579696,0.188694804,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,Cer,4296.420307,5020.46035,3765.000278,4020.000271,3772.820267,3881.68029,3477.26025,4503.680328,3710.980259,3641.540295,3715.940266,3428.300247
FA(16:0),0.861607156,12.77767712,6.666617561,0.009823545,0.190985028,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,FA,5011721.838,6754271.878,3945772.823,6342494.019,6190052.529,5741593.872,5996406.525,5203453.787,4963816.851,4709216.054,5209465.771,3408274.17
PG(34:5)_2,0.857139362,8.470769896,6.599075212,0.010203175,0.195822473,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PG,345774.2645,404303.7922,297706.3604,317031.201,207190.9344,388006.3677,181505.1324,275531.5573,362500.0435,196671.2344,315889.1046,142017.0102
PE(14:1),0.856646597,1.265265006,6.56720895,0.010387473,0.196836031,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PE,1709.840115,1781.260132,1845.160156,1679.420124,1956.280132,1568.480122,1938.820129,1642.940132,1577.960106,1507.740105,1831.120121,1476.840111
CE(16:2) | zymosteryl palmitoleate,0.851106034,9.781824031,6.508655005,0.010735068,0.200879951,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CE,1441165.195,1134029.031,1267904.804,389170.688,474161.713,839465.0791,798569.5371,699599.3726,901407.8879,851822.6799,897783.5259,93003.58646
"(5Z,8Z)-tetradecadienoylcarnitine",0.842352811,9.498346243,6.378367418,0.011551965,0.206525296,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,710033.0823,699176.3088,659514.9055,764933.9528,652278.2631,623829.7839,648136.1826,516543.6394,733716.3115,634336.0674,712078.0901,158361.43
1-O-stearoyl-Cer(d18:1/16:0),0.846433508,2.651999299,6.430098548,0.011220235,0.206525296,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,Cer,4695.420334,6351.960472,4237.500278,4600.600368,4807.780327,4115.500294,3772.34026,6000.680454,3930.900284,4547.64035,4405.380333,3474.080254
cis-5-Tetradecenoylcarnitine,0.844655026,9.312203572,6.412502095,0.011331962,0.206525296,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,CAR,682274.533,608411.8448,647151.5948,612552.1696,527953.6189,516789.4128,600067.2452,442747.4121,621751.825,570752.4857,639817.0825,143186.9895
PE(16:1),0.841980136,7.933917761,6.37274903,0.011588594,0.206525296,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PE,276927.3654,285747.4026,168711.349,366816.6044,171415.9709,68551.14441,120157.1876,99047.10699,155220.1309,64574.42406,1046679.677,30637.90225
LPS(13:0) | PS(12:0)_2,0.84058618,1.548677521,6.332026913,0.011857672,0.208834532,5,6,Genotype_ WT | time point_ healthy,Genotype_ WT | time point_ 28d ISCI,PS,2265.140171,1858.740143,1994.780136,2022.600147,2415.840176,1786.80011,2045.680138,1858.520142,1711.120132,1982.100147,2418.980194,1971.360149
