lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0135,AK0140,AK0142,AK0157,AK0169,Blank-1x
FA(18:1),-1.277551315,9.624309232,16.48764582,4.90E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,FA,3087014.746,1224852.415,1072812.097,1853653.473,227361.5582,1195409.169,1269482.468,15387.74098,7960.440567,7951.100529,1058808.27,238230.0756
LPG(18:0) | PG(18:0),1.257064706,8.873711232,16.81436096,4.12E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PG,340965.8259,320965.5448,248846.9355,300690.0217,283097.8596,286496.3202,435044.8295,421355.288,473431.6178,307011.0614,849405.4376,256118.9769
LPI(12:0) | PI(12:0),-1.296131103,10.35260698,16.9500221,3.84E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PI,2249138.497,3794366.736,2132474.426,2314993.725,956636.7446,5636275.036,1162096.356,671785.1306,867691.3676,374957.5304,781152.4914,19044.0815
LPI(12:0) | PI(12:0)_3,-1.290210696,10.33920144,16.8020934,4.15E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PI,2194125.324,3731174.936,2080178.516,2264145.535,1082342.088,5497082.325,1118133.281,651225.5531,859327.9139,412478.4709,779159.4633,17273.94103
LPS(21:0),1.252487897,7.947297138,16.69408403,4.39E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,222517.9763,227640.8131,185092.5116,215027.2574,156606.6504,209016.3754,183062.2539,140019.771,126380.111,823471.6687,182901.5327,55159.06396
PC(32:3),1.240745265,10.74063764,16.38829774,5.16E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,794215.1733,1523044.145,1697626.428,1974368.038,1464316.304,2044261.404,3022032.932,2223452.395,2265097.211,2659512.811,2538296.587,30471.70233
PC(O-34:4),1.251775658,10.90410995,16.67591181,4.43E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,939566.4343,1636739.599,1875554.213,2219193.519,1637819.922,2292310.293,3396784.467,2490272.873,2604581.127,2952792.41,2850356.585,28695.90201
PC(P-32:4),1.243208979,10.863153,16.45233891,4.99E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,840958.2606,1646269.722,1860323.26,2157843.24,1602113.897,2230791.478,3260872.047,2384360.936,2520311.878,2931616.489,2742792.805,28278.1022
PG(38:7),1.242736995,9.299122411,16.43994309,5.02E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PG,679610.2668,586287.3376,430811.8501,576589.8801,591819.5375,507271.7325,934891.9833,767686.7729,741820.0867,590562.3015,1727262.138,42770.44293
SM(d18:1/18:1)9Z)),1.245682606,10.73641556,16.51674452,4.82E-05,0.002272043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,SM,721415.8726,1520209.162,1704916.308,1969697.613,1448942.684,2086878.935,2978691.9,2209716.059,2298721.43,2669298.773,2508944.534,30199.34219
PC(O-34:2),1.232539407,10.76400191,16.17585917,5.77E-05,0.002335526,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,848541.1874,1525967.164,1733383.536,2032360.114,1482420.805,2079090.947,3106042.227,2244151.904,2347120.774,2658826.004,2551573.935,29145.62201
PC(O-34:3),1.236358386,10.86352072,16.27457056,5.48E-05,0.002335526,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,912845.5905,1632588.595,1815897.132,2197297.371,1599206.238,2222126.186,3314664.937,2379413.772,2499487.565,2888689.294,2761964.876,29839.90222
PS(22:7),1.233421489,7.974161718,16.19818353,5.70E-05,0.002335526,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,225408.059,228461.7754,200671.855,217918.8763,154450.6702,221410.936,190433.8535,145662.8916,125736.2085,827027.7214,187294.6339,57104.58362
LPG(18:0) | PG(18:0)_2,1.226741714,8.862401158,16.02627883,6.25E-05,0.002386241,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PG,334896.8013,325561.2402,259661.3956,293624.9576,298712.7228,287715.4408,424165.347,423176.3334,465551.5604,309533.7214,846380.126,249343.6391
PC(32:0),1.226399434,10.74142418,16.01775155,6.28E-05,0.002386241,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,732898.8689,1517259.938,1711808.303,2036627.257,1470933.678,2094068.125,2987578.351,2226065.087,2270212.7,2648643.923,2525348.985,31963.28235
PC(32:1),1.225223135,10.73382638,15.98754424,6.38E-05,0.002386241,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,765304.0653,1505209.529,1716691.254,1973187.816,1469355.889,2086780.561,2981648.007,2177018.591,2282235.294,2635576.641,2519609.203,30584.48239
LPI(12:0) | PI(12:0)_2,-1.25273734,10.3666441,15.87912611,6.75E-05,0.002465279,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PI,2225780.821,3763253.343,2123523.121,2358043.193,1003713.104,5626526.303,1096444.63,666261.7431,865796.3457,518399.7607,783576.9153,18575.88125
SM(d18:1/18:0),1.21555894,10.74423526,15.74038467,7.27E-05,0.002589678,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,SM,839684.5262,1511416.416,1717428.31,1991512.933,1471251.08,2106517.739,3016243.798,2200411.027,2251520.231,2666461.207,2526854.05,31011.60199
PC(32:2),1.21025214,10.7322709,15.60543307,7.80E-05,0.002711798,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,815828.8995,1506915.349,1692060.085,1995818.99,1474620.751,2097074.429,2968187.504,2190517.235,2221344.598,2638058.666,2530548.899,29463.12234
SM(d18:0/18:0),1.208668433,10.72567758,15.56526506,7.97E-05,0.002711798,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,SM,746556.6899,1530888.427,1731438.328,1970291.788,1464747.488,2081728.119,2978589.013,2156461.065,2243006.372,2592749.868,2505839.111,33657.44226
SM(d18:2/18:1),1.202930899,10.7491218,15.42015243,8.61E-05,0.002863114,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,SM,818573.6844,1538281.797,1741830.65,1998817.25,1530671.023,2076448.945,3000773.357,2203977.493,2311608.693,2656179.366,2482159.969,29740.58191
PC(34:5),1.200603998,11.46352558,15.36150646,8.88E-05,0.002889165,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,2034516.009,2404730.346,2865852.129,3182127.964,2350189.868,3233253.211,4746879.372,3569254.928,3944943.633,4352536.531,4156019.689,35443.6026
[TG(50:3)]_FA18:0,-1.224782199,9.253386406,15.20561142,9.64E-05,0.003070968,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,1350712.867,1551913.169,1184674.25,1372232.352,770997.7845,1305334.647,601187.6213,255879.3532,254092.994,273248.2384,492544.7206,23989.78181
LPS(18:0) | PS(18:0),1.189490821,8.753279373,15.08253514,1.03E-04,0.003209538,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,453115.2119,438761.8792,282816.5992,385887.3118,294981.2972,356352.0824,501541.6764,462335.9404,525926.1925,260141.3552,1224876.277,90023.58618
LPS(18:0) | PS(18:0)_2,1.187410372,8.762720502,15.03062071,0.000105781,0.003231713,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,453047.2091,449427.7473,282664.6425,382620.9664,291840.8434,368017.1658,520176.6542,461026.2769,536274.9517,259917.7573,1209579.681,91770.22717
FA(24:5),-1.211707206,11.77903106,14.89528509,1.14E-04,0.003275416,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,FA,28005625.03,3050610.218,1810146.645,4780553.716,1804504.929,2821938.869,2389622.01,1059367.071,1462845.286,1830471.136,3302428.781,505308.3322
PC(32:4),1.181877701,10.54552356,14.89315143,1.14E-04,0.003275416,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,648552.5858,1391360.576,1548273.766,1792490.549,1333772.202,1778398.599,2547605.525,1920119.818,2029023.93,2270471.465,2133143.905,30874.52216
PC(34:4),1.181934239,11.60219684,14.89459038,1.14E-04,0.003275416,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,2291834.276,2655644.197,3140179.583,3542419.138,2605261.031,3625906.326,5296121.709,3876439.715,4304725.169,4744341.9,4593682.175,36301.58252
PC(O-34:1),1.179358282,10.77855645,14.83067599,1.18E-04,0.003321839,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,1231022.174,1535823.18,1747236.596,1990880.533,1488479.036,2083960.654,3068920.275,2208093.475,2344568.059,2684412.356,2573191.668,26734.44186
[TG(48:2)]_FA18:0,-1.205729465,9.3267282,14.75414195,1.22E-04,0.003395367,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,1417907.068,1640796.883,1263797.449,1415028.058,806961.6216,1402770.847,608329.3482,269293.3156,298637.9254,295397.7362,520869.6946,19089.68135
[TG(52:2)]_FA18:0,-1.198998301,9.177116829,14.59607356,1.33E-04,0.003625238,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,1718348.837,1307584.076,990802.7008,1225550.018,688003.5016,1160519.991,540007.1877,243320.377,251692.4569,270370.017,474620.7424,29991.12196
PS(38:7),1.166870609,9.466979295,14.52270732,1.38E-04,0.003701874,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,786238.6221,703990.4474,518664.0487,697121.9739,624869.2457,624660.6399,1064837.673,852235.7889,821153.9137,691895.2021,1801805.115,48050.22308
[TG(50:4)]_FA18:1,-1.191538491,9.215256037,14.42181725,1.46E-04,0.003837043,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,1326708.666,1488753.011,1115699.535,1315439.138,764633.2416,1253595.531,568175.7472,256360.506,259637.4366,272204.119,490057.8342,26350.50177
[TG(48:3)]_FA18:1,-1.184863542,9.268362864,14.26669423,1.59E-04,0.004042768,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,1345439.162,1585081.796,1217476.687,1335046.002,777981.8367,1334201.285,604648.5393,257899.7553,273916.2353,299627.884,498339.2406,18693.48141
PC(O-34:0),1.15605351,10.8054155,14.25856307,1.59E-04,0.004042768,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,1231862.218,1561723.472,1818973.335,2086874.807,1514213.659,2168566.159,3082733.95,2215035.85,2386524.037,2757648.106,2584840.419,27564.40201
Cer(d18:2/16:0),1.151609683,4.010850748,14.14387966,1.69E-04,0.004165131,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,Cer,13808.54102,9683.400639,10868.8008,11003.48075,21645.04168,9841.740669,18109.32155,24456.00173,8592.460594,13974.00114,42939.76315,3684.100281
SM(d18:2/20:1),1.15115676,11.54681655,14.13972623,1.70E-04,0.004165131,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,SM,2229948,2600098.978,3047137.645,3460369.071,2518223.408,3587910.752,5069005.793,3700400.627,4042831.999,4579602.774,4402335.51,35437.54233
[TG(52:3)]_FA18:1,-1.171022979,9.211873049,13.94742301,1.88E-04,0.004524465,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,1892508.781,1283356.655,1004919.738,1213843.224,685983.6736,1099709.501,539356.0634,248940.6984,259961.9183,285523.9603,499462.8172,37349.22244
LPS(18:4),-1.169309004,8.690546197,13.90802261,1.92E-04,0.004524465,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,907544.9294,921213.4202,980625.1599,954453.6456,257701.4616,912750.2357,345854.4668,200092.074,186250.5722,187246.2326,310327.2391,45608.60339
PI(P-42:6),-1.168678286,14.20674507,13.89384683,1.93E-04,0.004524465,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PI,42508123.16,47161366.1,45378035.5,29601724.91,18907470.69,54119603.33,6461516.691,17255526.08,18745734.98,6594699.944,5668690.04,36373.20263
PG(O-38:0),1.135638249,9.126691585,13.76602401,2.07E-04,0.004768453,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PG,658681.7703,558728.8885,402958.2493,558153.7284,498250.5731,485537.3085,834025.83,688381.2819,662957.1641,534137.2471,1359473.363,40358.74289
LPS(18:4)_2,-1.154510411,8.692096532,13.57070233,2.30E-04,0.005210998,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,906224.0707,899141.97,983587.8857,947009.5001,260554.0578,910420.2751,348622.1416,204518.032,182960.1959,184890.0338,318011.7234,47694.24353
PC(34:3),1.115616244,11.52809233,13.2911989,2.67E-04,0.005870329,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,2216657.371,2581818.175,3056995.407,3458631.741,2559073.831,3594989.013,4930725.527,3657510.772,3985374.372,4435151.428,4307120.668,36984.2428
PI(34:5),-1.142290323,7.746156702,13.29458986,2.66E-04,0.005870329,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PI,459081.4647,497824.5078,540438.3962,78540.9267,93460.56723,414512.9485,52534.44328,163147.5499,148652.2305,50085.0835,78724.9055,84625.22752
PS(O-38:0),1.112162177,9.263255697,13.20994666,2.78E-04,0.00604153,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,715355.9116,621486.3107,455326.7944,633331.9805,523637.9236,571397.9624,926165.1162,749064.9736,719805.538,623153.3079,1411264.146,46559.18347
[TG(58:7)]_FA20:0,1.104511685,9.73039984,13.0311226,3.06E-04,0.00655166,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,817007.1791,848781.6657,641978.5014,815286.8728,1038695.674,712363.0148,1193952.213,812895.1039,809390.9869,591237.2935,3211269.421,21032.8815
[TG(50:4)]_FA18:0,-1.126274432,8.509341046,12.93747015,3.22E-04,0.006783015,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,824790.1989,814727.6661,576763.2109,822934.8435,473258.0782,899031.2823,372845.2251,158861.2905,161946.6511,163312.4724,321646.6819,15680.94104
FA(22:1),-1.123570476,10.89054468,12.87777095,3.33E-04,0.006783015,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,FA,13455427.26,1840780.877,1091551.633,2633722.083,1314462.64,2262475.204,1382191.522,644429.5062,932272.3071,1048153.24,1700547.373,229673.7795
LPI(22:4) | PI(22:4),-1.12203822,7.62835719,12.84336027,3.39E-04,0.006783015,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PI,522526.3991,612699.4446,594325.4213,99976.04817,63002.0043,486231.1895,52720.96406,184691.0749,172969.8307,92960.48666,41234.70251,18227.84112
PC(34:6),1.097384949,10.92950411,12.86560005,3.35E-04,0.006783015,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PC,1413285.311,1739050.456,2031327.706,2354467.658,1703578.491,2366519.938,3302444.643,2376734.737,2616901.267,2906492.775,2796620.291,30682.86209
PS(O-40:1),1.096155635,8.957205361,12.83700902,3.40E-04,0.006783015,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PS,636284.0652,508824.7559,424375.9968,506704.5201,338789.2034,463845.9519,747515.7202,596887.7571,621121.5096,497704.1964,1053878.164,45290.28351
[TG(52:6)]_FA20:4,-1.119072499,9.647357938,12.77830576,3.51E-04,0.006843384,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,1765648.551,1899916.523,1482697.469,1853057.47,982738.3542,1712707.995,815595.1663,373757.4893,360703.2671,398002.0869,626279.2246,34597.9223
LPI(22:4) | PI(22:4)_2,-1.118770473,7.601753157,12.77119609,3.52E-04,0.006843384,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PI,500022.777,618299.7604,584896.296,97937.60509,61031.62497,483542.0403,51264.84296,181156.7945,174219.5746,93106.76489,36612.56215,16435.06118
[TG(56:1)]_FA16:1,-1.113099673,13.30941274,12.64697611,3.76E-04,0.00721964,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,17620801.03,22479305.12,25159602.33,22151790.11,11605932.07,26054808.21,10154861.31,4935965.158,5498001.907,4854731.852,7773520.016,55993.92398
[TG(56:0)]_FA16:0,-1.101322484,13.74561372,12.38960356,4.32E-04,0.008181027,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,24277129.01,30414151.84,32980807.31,30208624.7,15955434.16,35287124.81,13532199.39,6698605.981,7546538.573,6580106.05,10917222.05,38335.86292
[TG(54:6)]_FA20:4,-1.085170038,9.20648272,12.04038055,5.21E-04,0.009621523,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,TAG,1576898.119,1301392.866,1013987.381,1315395.071,672935.0203,1185679.08,596125.2098,272247.4858,270162.658,304640.0811,465593.2932,33546.82233
PI(42:11),-1.086260375,7.863910207,12.06353535,5.14E-04,0.009621523,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PI,603023.7672,598512.9135,574940.0615,297096.4416,215264.1158,510257.7592,85866.98645,194952.9742,198999.0113,82438.96596,141557.1111,11494.88085
PE(22:2),-1.082838364,9.284989865,11.99009537,5.35E-04,0.009698635,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PE,309080.3674,557899.4027,647332.5695,558229.27,89153.18776,574003.2858,227208.0941,143915.1316,120869.9075,131786.4098,71940.08469,696946.3247
SM(d16:1/22:1),1.058503215,11.12075473,11.98004363,5.38E-04,0.009698635,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,SM,1722294.82,2027131.556,2438078.128,2744059.011,1900544.102,2691116.417,3713609.887,2640769.955,2996350.874,3263427.315,3236123.124,32903.64224
SM(d18:1/24:0),1.054413755,10.86566343,11.88864975,5.65E-04,0.010065017,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,SM,1051504.924,1913174.329,2263619.086,2269212.398,1597279.88,2149476.915,3178284.787,2214492.698,2408933.047,2570409.607,2919575.661,47710.18414
PG(O-40:1),1.049611302,8.753414038,11.78161269,5.98E-04,0.010535118,6,5,Genotype_ cKO | time point_ healthy,Genotype_ cKO | time point_ 28d ISCI,PG,575349.1444,455489.7877,347716.6215,440635.7173,325446.3795,386543.9073,605833.2185,512652.0045,564115.3676,404811.1388,915070.0833,41911.22308
