lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0141,AK0145,AK0164,AK0174,AK0175,Blank-1x
FA(20:1),5.882389549612,7.577921304768907,238.58528371215226,8.001668333878998e-54,1.197849749581686e-50,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,FA,7964.540580749512,3387301.2391319275,7954.940528869629,8603.780624389648,7946.740524291992,7940.500556945801,7953.260528564453,7976.280590057373,11042.180751800535,7964.840518951416,7953.040557861328,7982.56058883667
(11Z)-eicoseneoylcarnitine,0.34126825693254637,10.121347863426116,1.300075615537935,0.25419941201969287,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1499141.0727539063,1159558.7852783203,1202099.1199951172,1561939.1799316406,1278446.3055419922,2960353.279296875,1232529.298461914,1128833.5732421875,1278053.767944336,1238776.1319580078,1282045.1535644531,285046.4786605835
"(11Z,14Z)-eicosadienoylcarnitine",0.32667483125637153,10.049367046773773,1.1918541377599468,0.2749558735561067,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1380411.956298828,1179871.0670166016,1218773.5845947266,1302167.092163086,1176849.5888671875,2821156.5366210938,1189427.4458007813,1130798.7427978516,1181701.8826904297,1254938.1559448242,1132406.2965698242,283604.88078689575
"(13Z,16Z)-docosadienoylcarnitine",0.34616749754212583,9.938546791650994,1.3374459417136677,0.24748488420305065,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1488449.0466308594,1193195.6975708008,1149769.7707519531,1397754.8560791016,1063207.8836669922,2707231.5189208984,1214428.3122558594,1079653.0477294922,1238666.0463256836,1221247.5565185547,1017794.9621582032,181664.57362365723
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",0.09082863263789548,10.696654062075687,0.09277341696724761,0.76068050177068,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,2612464.2541503906,1584487.484008789,1759009.0557861328,2210718.679321289,2266709.955444336,4539267.546386719,1803508.3111572263,2139352.323059082,2044519.1489868164,2786300.2643432617,2522326.7109375,114023.58724212646
"(5Z,8Z)-tetradecadienoylcarnitine",0.44321255569086715,9.338083310788855,2.184740379171444,0.1393845656784938,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1094941.124267578,718203.7386474609,721524.2933959961,936592.482421875,645266.2047119141,1766401.763671875,710033.0822753906,699176.3087768555,659514.9055175781,764933.9527587891,652278.2630615234,158361.42999267578
"(7Z,10Z)-hexadecadienoylcarnitine",0.3015979215738392,9.848840024026078,1.0167394279269502,0.3132936764771098,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1456700.292602539,1046285.1735839844,971811.7346191406,1376905.823486328,1039734.9908447266,2592716.475341797,1114638.0924072266,1080488.7222595215,994361.0492553712,1286415.7739868164,1079671.9899902344,148019.67110061646
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",0.31312755442956924,9.843397262645203,1.0955461006342375,0.2952456309880703,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,1363543.480041504,1135056.982788086,1079179.2010498047,1314794.0446166992,996268.9852294922,2561769.2114257813,1154406.699584961,1076848.043701172,1079055.9274902344,1177549.126953125,1027356.7213745116,153256.1509437561
(9Z)-3-hydroxyoctadecenoylcarnitine,0.29232151618835533,11.825858615179344,0.9554497751196322,0.3283359724828373,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,5198610.0556640625,4968568.333374023,4314156.84765625,4576701.091308594,5939488.359130859,8748329.255859375,4825548.983886719,4360791.6220703125,4894547.858154297,3856481.7958984375,4835780.072509766,341258.06032562256
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",0.24820487578181274,10.48107923790459,0.6897783747699577,0.4062397738938418,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,2002974.827270508,1913919.235534668,1748927.3958740234,1901714.705444336,2106989.879760742,3335229.4018554688,1911398.482849121,1580741.047241211,2097805.024169922,1671652.7352294922,1796628.9790039063,168484.0325164795
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",0.254242629668313,11.749355940093253,0.7236125642302795,0.39496147317709746,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,CAR,5300942.361083984,4788771.525024414,3860608.9428710938,4220326.905151367,5549661.710693359,8361298.29296875,4562636.583618164,4388263.270019531,4789257.653442383,3928391.265625,4548470.571166992,263180.44006347656
[TG(48:0)]_FA16:0,0.09396613230778017,9.277885039840358,0.09928516595027759,0.7526891549503087,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1198175.1518554688,871202.443359375,870452.5407714844,995488.3876953124,540877.64306640625,849730.9582519531,917678.01171875,869541.2158203125,706097.6682128906,1071141.3735351563,564843.4060058594,112665.72717285156
[TG(48:0)]_FA16:1,-0.0243397989615287,7.504996345470449,0.00667905917907774,0.9348649912189125,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,326567.89935302734,273509.9600830078,231624.41796875,276407.8981933594,172397.0928955078,272627.67987060547,296668.50146484375,314252.2642211914,257121.2755126953,293622.5798034668,158287.09085083008,22770.98178100586
[TG(48:0)]_FA18:0,0.09119687537723835,8.59574039721764,0.09352529474563198,0.7597424189052551,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,733341.6136474609,650859.1260986328,572863.8074951172,643262.849609375,365656.9190673828,576158.3862915039,677006.4642333984,575454.6605224609,579144.3211669922,633483.8338012695,325594.62060546875,29830.46188354492
[TG(48:0)]_FA18:1,-0.016889516803368573,8.437280301052043,0.0032155666485778056,0.9547794210026765,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,598168.3820800781,592573.0979003906,492704.58203125,551470.8040161133,357168.6692504883,508181.1535644531,602212.6630249023,673117.9307250977,521451.94244384766,520720.02114105225,313093.5220031738,17700.561248779297
[TG(48:0)]_FA18:2,0.15103100699560718,7.330011752264453,0.25610738097520874,0.6128071381185668,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,243722.8783569336,301442.1209411621,229756.31854248047,267675.1841430664,159240.42910766602,233849.7789306641,254496.33911132813,221755.81521606445,215526.0548095703,232782.27920532227,150754.43170166016,22883.761672973633
[TG(48:1)]_FA16:0,0.18453017900132346,8.533237360071254,0.38197335189033765,0.5365490194423256,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,927140.275756836,425017.0931396485,478652.40783691406,707991.57470703125,304254.7194824219,609647.6220703125,559232.1185302734,502541.0400390625,473758.8563232422,646081.3489379883,319965.0264892578,40776.94268798828
[TG(48:1)]_FA16:1,0.06781428882027661,9.168051244408463,0.05174380296284653,0.8200562400136964,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1109652.6596679688,766371.17041015625,782897.63916015625,889318.01953125,500086.8347167969,765784.13232421875,828922.1650390625,779891.4658203125,669676.5283203125,972380.70849609375,542227.7995605469,118073.26904296876
[TG(48:1)]_FA18:0,0.13581508300057918,8.967520846682211,0.20719219766033348,0.6489770885381865,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1112321.772277832,700358.5771484375,607270.5605773926,939285.0958251952,465198.0576171875,966161.84228515625,756288.8018798828,812438.3687744141,667203.1010131836,970220.5902099608,404890.72955322266,19568.48143005371
[TG(48:1)]_FA18:1,0.08176147214983795,8.48006903656997,0.07519100978015558,0.7839234038485284,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,681979.5873413086,562557.9035644531,496183.70458984375,588513.5206298828,338428.10400390625,546783.319519043,621076.4460449219,501240.4904785156,512602.1982421875,588426.1468505859,318078.66412353516,35556.76220703125
[TG(48:1)]_FA18:2,-0.008705255463643237,8.029026609432274,8.541040560885449e-4,0.9766850958133619,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,425941.7075500488,445203.4909667969,379158.36822509766,422334.4860229492,253462.5581665039,376110.6870117187,427332.58782958984,463919.55041503906,398733.14685058594,393468.0930175781,246178.0992431641,21596.101287841797
[TG(48:2)]_FA16:0,0.06636948034821512,7.630969782843434,0.04956312374361005,0.8238252218761924,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,374391.5906982422,281463.63970947266,248921.9189453125,311704.4211425781,185206.1137084961,268354.4580078125,324110.1672363281,302830.4600830078,260824.54162597656,271462.6199951172,173044.9923095703,38084.262786865234
[TG(48:2)]_FA16:1,0.21147878549324842,8.528601876436577,0.5012974047872376,0.4789306078529521,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,924643.2752685548,423145.9914550781,473709.40979003906,723547.5402832031,305964.7194824219,615240.9205932617,534342.4562988281,496671.1188964844,461945.59411621094,652076.04345703125,315589.06329345703,41236.74298095703
[TG(48:2)]_FA18:0,0.28164644153160073,9.632356206907087,0.8872408783554415,0.34622610048246705,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1417907.0684204102,1640796.8825683594,1263797.4493103027,1415028.0575561523,806961.62158203125,1402770.8473510742,1032897.2484741212,1492521.9908447266,862544.7586669922,1437531.0753326416,593076.0666809082,19089.681350708008
[TG(48:2)]_FA18:1,0.15100215471900463,9.017110040501509,0.2560166648909217,0.6128700624508602,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1155495.5833740234,700976.6895751953,651308.1228942871,989179.70361328125,479713.4984741211,1015523.0768737792,772978.482421875,814233.0166625977,706964.1052856445,1005753.8500976563,421753.3238220215,18222.22109222412
[TG(48:2)]_FA18:2,0.12912077309031567,8.342212321157625,0.18730195279897544,0.665171729949367,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,599426.2373046875,471363.6755371094,431324.009765625,534761.5924072266,293466.4421386719,465783.0369873047,520460.9963378906,392577.82849121094,416756.4915771485,501446.7387695313,295420.32275390625,61948.964599609375
[TG(48:3)]_FA16:0,0.09344310184804382,7.384270284941028,0.09818159747828781,0.7540227975992689,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,305007.1801147461,242664.53643798828,185423.0929260254,269252.45880126953,157614.69100952148,280663.11541748047,268677.97790527344,285095.7396850586,196295.45449829104,245802.35870361328,131783.26892089844,29251.94206237793
[TG(48:3)]_FA16:1,0.06346514936090653,7.537538106374216,0.04532327321209095,0.8314107086377792,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,355101.00244140625,257315.61657714844,234232.8767089844,298964.4844970703,172996.81201171875,246140.87548828125,306611.10107421875,273838.8184814453,253683.1779785156,255726.25756835935,162088.0712890625,35569.52261352539
[TG(48:3)]_FA18:0,0.2662671944692067,9.031568623084231,0.7933743873436465,0.3730817312738516,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1000036.8450012208,953803.6943359376,804451.1881103516,954750.6964111328,509447.2180786133,997175.6183929445,763886.5289916992,923335.1912841796,532438.672668457,987166.7117919922,398062.1856994629,14379.940963745115
[TG(48:3)]_FA18:1,0.2584858611046963,9.577737078635712,0.7478653155867505,0.38715292720245953,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1345439.1622314453,1585081.7963562012,1217476.6871948242,1335046.0020751953,777981.8367004395,1334201.2847595215,1003507.621826172,1441286.5410766602,834065.9351196289,1383024.322555542,595287.3020248413,18693.48141479492
[TG(48:3)]_FA18:2,0.15409020849926028,8.676856488728165,0.26657195502048125,0.6056406593850321,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,855180.9585876465,531740.6946411133,526310.9310302734,806492.9176025391,376386.78829956055,779064.27001953125,590536.4072875977,574340.1573791504,525876.3747558594,822674.1949462891,358559.44537353516,26126.901947021484
[TG(50:0)]_FA16:0,-0.02369890583762686,8.836820276569107,0.006331996195513057,0.9365762009628977,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,811099.12548828125,615016.9050292969,554270.16015625,659632.173828125,449431.40869140625,616745.986328125,669916.5068359375,623833.8857421875,568647.322265625,854707.3529052734,425349.6110839844,91281.6264038086
[TG(50:0)]_FA16:1,0.035618739617689917,7.769920917709297,0.014285255282722176,0.904862650614443,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,378971.1288452149,333380.4239501953,292271.7218017578,340711.8583984375,217341.63793945313,321212.0184326172,364183.10705566406,322187.8626098633,317934.01873779297,359556.9060974121,183326.2735595703,29583.422271728516
[TG(50:1)]_FA18:0,0.16553764733966628,9.209342740834542,0.3075559790995612,0.5791838208649454,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1272495.0349121094,938313.962890625,884328.89599609375,973976.6787109376,566529.4958496094,834111.2352294922,899831.76513671875,869101.4045410156,737876.1716308594,1045449.6710205078,507984.0748291016,57626.36492919922
[TG(50:1)]_FA18:1,0.052257000992511043,7.922178229818953,0.030736691886886547,0.8608291173063101,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,430727.1328125,405559.81005859375,318841.70401000977,401106.912109375,234077.4549560547,390185.0835571289,392928.0474853515,415322.8862304687,341822.80548095703,400563.0291442871,204575.11178588867,21293.261688232426
[TG(50:1)]_FA18:2,0.14735767794131777,7.0609100577276855,0.24382314315982967,0.6214583732390975,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,208475.05352783203,238823.1369934082,184440.07473754883,219455.2772216797,137598.51043701172,197002.8120727539,227498.53482055664,173972.65145874023,187660.4129638672,196597.4942626953,115205.28756713869,19282.981399536133
[TG(50:2)]_FA16:0,0.2756365978852017,8.884717735264708,0.849937654005771,0.35656997574281074,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1418989.0396728516,516995.43896484375,539888.7542724609,757353.1364746094,374886.1427001953,631115.4248046875,667761.8820800781,573238.9447021484,599922.5260009766,571283.173034668,441287.6239013672,99566.4071044922
[TG(50:2)]_FA16:1,-0.009025516379638037,8.861761687964382,9.181173900287831e-4,0.9758274361137594,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,850508.4228515625,623032.1003417969,565247.1794433594,652769.23291015625,454426.1276855469,626692.6452636719,664674.6394042969,624369.5263671875,568237.02001953125,870429.4193115234,433694.6247558594,95947.70849609376
[TG(50:2)]_FA18:0,0.18860643511599098,8.671722429347978,0.3989899637745111,0.5276113430887809,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,951440.59326171875,567046.3200683594,527737.3623657227,775435.0799560547,361162.34912109375,710925.3693237305,629685.7257080078,608288.1833496094,507873.6696777344,742100.2183837891,337885.9415283203,28638.22186279297
[TG(50:2)]_FA18:1,0.14610723575331094,9.499325336736598,0.23971959014306776,0.6244087149066516,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1536127.4541015625,1087594.501953125,1040797.287109375,1156424.16796875,666062.2880859375,1024639.4050292968,1057836.1030273438,1032425.9272460938,857573.3981933594,1289206.04296875,640084.2470703125,95509.1473388672
[TG(50:2)]_FA18:2,0.07966191780509299,7.558254751875076,0.07138142815347237,0.7893359402597131,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,328098.6426086426,305543.86181640625,240591.8147583008,308758.4848022461,178961.150390625,287155.8765258789,290600.6804199219,284026.05859375,244148.4594116211,307166.1433105469,169754.08944702148,27040.361877441406
[TG(50:3)]_FA16:0,0.2752481738121978,8.16670842584365,0.847548050730893,0.35724690896897887,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,757480.2674560547,414398.0087890625,373512.2456359863,495515.8564453125,264774.14123535156,404295.26708984375,461185.2762451172,389412.0697021485,378855.31091308594,378177.4319458008,248678.53869628903,35852.04220581055
[TG(50:3)]_FA16:1,0.2914639456275852,8.892748597118322,0.9498672088493549,0.32975310045807904,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1442014.9056396484,506812.4793701172,547706.2556152344,776829.3977050781,370149.98193359375,631659.3642578125,663227.884765625,568738.2298583984,597447.95751953125,582730.1005859375,434098.17431640625,101852.96856689452
[TG(50:3)]_FA18:0,0.3072897252724777,9.552211960457502,1.0552797956206632,0.3042942284024179,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1350712.8669433594,1551913.1686401367,1184674.250152588,1372232.3521728516,770997.7844848633,1305334.6473999023,943523.9815673828,1327534.7549438477,790362.822265625,1361493.6518554688,601398.3887939453,23989.781814575195
[TG(50:3)]_FA18:1,0.2186497891035239,8.823548182968242,0.5357594762717777,0.4641954698509161,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1105002.4681396484,620666.32177734375,577718.5908813477,882465.7767333984,399448.18884277344,788303.0098876953,664671.1228027344,673879.1490478516,557341.93603515625,836366.6418457031,368410.80548095703,31017.76202392578
[TG(50:3)]_FA18:2,0.17122761642156786,9.425774752246834,0.3290108696419336,0.5662421051346699,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1358966.8310546875,919649.330078125,912596.02734375,1073225.57421875,591283.18310546875,930300.4248046876,945019.106201172,861499.52978515625,735311.92529296875,1081155.4995117188,614210.0246582031,169117.35278320313
[TG(50:4)]_FA16:0,0.11423064842268664,7.796076490730751,0.1466489683389014,0.7017585162242868,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,409815.61016845703,376651.5047607422,286183.7001953125,378810.1052246094,234286.93701171875,342131.0015258789,412440.9075317383,306674.2385864258,334723.0457763672,319422.21868896484,202569.8161315918,19702.701171875
[TG(50:4)]_FA16:1,0.2976603851201749,8.144298278528522,0.9904774462356731,0.3196257104590683,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,760089.0466308594,405887.013671875,369762.0834350586,491421.7321777344,261727.91540527344,392075.7080078125,459204.1923828125,375851.6641845703,369260.68493652344,366358.8872070313,240496.11846923828,35977.502502441406
[TG(50:4)]_FA18:0,0.2857831572696793,8.790079098034244,0.9133688508845808,0.33922214073292917,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,824790.1988525391,814727.6660766602,576763.2108764648,822934.8435058594,473258.0782470703,899031.2823181152,548289.1597290039,818612.056640625,426274.4941101074,820358.2886962891,362325.8074493408,15680.941040039063
[TG(50:4)]_FA18:1,0.2866836726357248,9.512801800540508,0.9191121677395127,0.33770819604836255,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,1326708.6661376953,1488753.0110473633,1115699.535308838,1315439.1377563477,764633.2415771484,1253595.5311279297,936444.436340332,1315818.0889892578,764490.3564453125,1333761.3086547852,575836.3283081055,26350.50177001953
[TG(50:4)]_FA18:2,0.23690443363520414,8.589252356495415,0.6286078951602576,0.4278664072925025,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,880771.25146484375,482442.4809570313,496037.59216308594,744768.6121826172,322796.2805175781,634169.9904785156,554921.4113769531,495412.8356933594,447085.1529541016,653697.6851806641,332511.76123046875,55874.98419189453
[TG(52:0)]_FA16:0,-0.0671956585743723,8.873348714021393,0.05094830520465621,0.8214212920495555,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,758262.193359375,704927.6115722656,593881.3215332031,666826.78759765625,527930.3957519531,650157.2213134766,849462.2482910156,635029.1271972656,655669.4416503906,953185.5282592772,398896.89080810547,59264.84381103515
[TG(52:0)]_FA16:1,-0.0358582765487179,7.783301757085883,0.014499793790946569,0.9041543386449826,0.999751827935594,6,5,Genotype_ cKO | time point_ healthy,Genotype_ WT | time point_ healthy,TAG,374363.98626708984,337511.32373046875,262316.9013366699,344345.2053222656,229205.85577392575,324735.3040161133,428422.1514892578,314656.36083984375,341810.04345703125,343381.7401123047,197842.45501708984,26867.20205688477
