lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0144,AK0147,AK0154,AK0155,AK0166,AK0168,AK0141,AK0145,AK0164,AK0174,AK0175,Blank-1x
LPE(13:0),1.012641972152107,1.360565863152717,9.100129122749468,0.0025559145066240516,0.11486909936575887,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PE,1482.6201133728027,1587.1201057434082,1634.9801139831543,1889.540138244629,1571.6401290893557,2990.68021774292,1730.4801177978516,1908.6201362609863,1735.4801139831543,1721.0401153564453,1693.4401092529297,1663.8001136779783
PS(O-40:4),1.0050566578330682,8.57769243676111,8.999726395406467,0.002700200285341948,0.11549142363305417,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PS,352451.0296020508,338491.68896484375,286283.4226074219,271242.6990966797,530857.6354370117,475242.67669677734,422513.3120117187,239108.419921875,424976.87109375,229603.61584472656,448855.7365722656,39735.94287109375
(11Z)-eicoseneoylcarnitine,0.9785146823360129,10.419341971373552,8.543679758629878,0.0034672398878171007,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1173379.2845458984,1273471.4271240234,1123954.2408447266,1403092.8359375,1211117.0444335938,1347732.7966308594,1232529.298461914,1128833.5732421875,1278053.767944336,1238776.1319580078,1282045.1535644531,285046.4786605835
[TG(60:4)]_FA20:4,-0.9424156928156487,12.436910188465898,8.253881572864492,0.00406649539427143,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,3512731.4306640625,2886654.61517334,1250540.122009277,5218830.293273926,2939363.714691162,3308082.661529541,15791978.315551758,8166732.926574707,18698053.388427734,12364862.129364014,5742388.737426758,40900.82312011719
12-Hydroxy-12-octadecanoylcarnitine | 3-hydroxyoctadecanoylcarnitine,0.9550560197575714,10.779592286725894,8.149682828619916,0.004306869312628642,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1612063.1870117188,1717306.8571777344,1363540.2586669922,1757777.8254394531,1624814.6600341797,1667559.6105957031,1577006.3580322266,1500475.087890625,1676762.3806152344,1540232.3978271484,1754820.5119628906,327414.4421424866
CE(15:0),0.9529166830413102,9.59820281275551,8.11414535102881,0.004392117458722912,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CE,743461.3332519531,711950.09326171875,635065.9443359375,800429.5791015625,772022.07080078125,801382.9323730469,1178369.2763671875,960665.4267578124,1045205.1755371094,312532.92054748535,417044.6669921875,89103.66654205322
CE(15:1),0.9618157142541373,9.602584143645117,8.26229649346351,0.004047689262674714,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CE,736011.0537109375,721170.73486328125,644670.1643066406,825408.77880859375,777016.0197753906,800593.87890625,1199737.0004882813,952810.02734375,1045489.8735351563,306752.93940734863,423149.8651123047,82103.88539123535
FA(22:6),0.9509614291726228,11.371036564347373,8.081807954513351,0.004471181623155928,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,FA,2309174.924621582,2329314.8236083984,1550972.2059326172,2358323.10748291,2051314.7516784668,4642534.292724609,2553085.0829467773,2418049.5775756836,1629807.9803237915,3497903.9357299805,2264430.1189575195,497382.3003845215
O-arachidonoylcarnitine,0.9661871305042796,10.381233201594235,8.33555204438926,0.0038876662727094268,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1112689.0150146484,1192857.0477294922,1100020.0772705078,1361399.1162109375,1199637.7456054688,1326909.9989013672,1193630.8872070313,1139910.0646972656,1279831.3889160156,1206460.6065673828,1209762.47265625,287038.3798828125
PC(32:0),0.9531857417280317,10.997811642953234,8.118649570547857,0.004381218255147145,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2720076.0274658203,2188621.2403564453,643411.6972351074,1381062.858581543,3204543.151123047,2640627.9353027344,2509481.6643066406,2016260.3009033203,2634014.7017822266,1598458.1311035156,1740062.1936035156,31963.282348632813
PC(32:1),0.9778808068945792,10.999004287145064,8.532938226475379,0.0034877619401392553,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2745035.8327026367,2197365.9290771484,660379.8216247559,1349672.703491211,3234362.919067383,2667927.1002197266,2447958.678588867,1987075.4718017576,2664439.4708251953,1566100.529663086,1716605.916015625,30584.482391357426
PC(32:2),0.9620111973209337,10.993285272087057,8.26560829486698,0.004040312156222867,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2688654.8771362305,2205607.8106689453,596026.8492126465,1371958.6221313477,3255056.0908203125,2670445.180053711,2479039.4370117188,2002133.178771973,2650151.3848876953,1586910.605895996,1713305.4525146484,29463.122344970703
PC(32:3),0.971987952099361,10.986977059570641,8.43321021173324,0.00368429332763478,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2719302.3176879883,2215944.1986083984,623123.3208999634,1353110.932678223,3185798.409423828,2642901.3197021484,2470889.8979492188,1961485.078979492,2644561.5958251953,1562166.9021606443,1696929.3129882813,30471.70233154297
PC(O-34:0),0.9520726337270173,11.062939404772516,8.100202480454755,0.004426031395472159,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2881585.5436401367,2328051.44140625,690433.733215332,1449611.475402832,3294359.1810302734,2723293.7454833984,2638940.619750977,2038398.581298828,2794479.2341308594,1628043.358459473,1880555.1928710935,27564.40200805664
PC(O-34:1),0.9662488937608692,11.031680988101227,8.3366083953224,0.003885406417940328,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2820186.0478515625,2241180.817260742,668725.626083374,1410028.9860839844,3302377.5196533203,2685951.2443237305,2572400.2481689453,1989298.221923828,2686902.1466064453,1583749.4990234375,1836425.917236328,26734.441864013672
PC(O-34:2),0.9599334168781551,11.033017006750134,8.230900185473729,0.004118309778651497,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2776374.282775879,2247276.787841797,652727.0269165039,1423372.424255371,3282907.3865966797,2750613.44732666,2556333.739013672,1994034.2263183591,2741971.712158203,1558211.041442871,1848287.3934326172,29145.622009277344
PC(O-34:3),0.9715407923672015,11.116725278870318,8.425667038474785,0.0036996089909830964,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2972707.671569824,2448925.4708251953,675332.7595062256,1494965.3536987305,3508903.098754883,2837555.8884277344,2742985.546020508,2087583.7411499023,2847270.142944336,1677643.1267700195,1935550.3947753904,29839.902221679688
PC(O-34:4),0.9956914066500145,11.173894715334862,8.837654591596218,0.0029507811496005724,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,3170343.105621338,2558728.874145508,702325.4207763672,1533491.6481933594,3630164.4880371094,2992688.4157714844,2752887.8649902344,2202225.760192871,2938619.968017578,1762870.631286621,1961264.9150390625,28695.90200805664
PC(P-32:4),0.9728059099982501,11.132958410578256,8.447022931752143,0.0036564149093890794,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,3015352.5858154297,2459574.612548828,712148.8682556152,1473190.6384277344,3533787.389404297,2908402.8319091797,2743233.265258789,2170953.7982177734,2908159.9428710938,1710545.7866210938,1902368.0769042969,28278.10220336914
SM(d18:0/18:0),0.957647165509881,10.989812079965002,8.19278666140599,0.004205727234784662,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,SM,2727747.335723877,2225302.510498047,614570.9205932617,1341255.237121582,3210713.9399414063,2590169.538696289,2458332.135498047,2010927.9006958008,2645865.4514160156,1574228.7529296875,1720870.0830078125,33657.44226074219
SM(d18:1/18:0),0.9796739267757012,11.009755386268386,8.563392057054443,0.0034298976785942996,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,SM,2707399.88873291,2270308.343383789,641392.2230987549,1388642.4796142578,3270647.2833251953,2677400.7600097656,2497003.700805664,1999426.0369873047,2648784.8142089844,1578982.2268676758,1729982.560180664,31011.601989746097
SM(d18:1/18:1)9Z)),0.963443857968316,10.988696268042583,8.289579831805893,0.003987321351811768,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,SM,2698214.433288574,2167647.080688477,617838.7806549072,1376063.1530151367,3242008.4873046875,2637814.931274414,2433478.288696289,2003340.467163086,2630212.090698242,1579978.0213928225,1726936.3393554688,30199.342193603516
SM(d18:2/18:1),0.9694863922602069,10.994310713448007,8.39103945347597,0.003770752131406919,0.11952426589043616,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,SM,2733861.441833496,2240428.3161621094,626441.89208984375,1380737.328552246,3157672.9809570313,2663653.368286133,2488255.267944336,1953659.095703125,2671373.1092529297,1555828.2573242188,1726491.2370605469,29740.581909179688
"(11Z,14Z)-eicosadienoylcarnitine",0.9441787377188924,10.329592239422484,7.969911961023173,0.004756125193110478,0.12122485825088501,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1106398.5203857422,1174063.134399414,979734.911468506,1315000.8809814453,1150253.9196777344,1287640.1538085938,1189427.4458007813,1130798.7427978516,1181701.8826904297,1254938.1559448242,1132406.2965698242,283604.88078689575
PC(32:4),0.943678582242375,10.792033187349475,7.961707061767811,0.004777733224316777,0.12122485825088501,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,2385223.296936035,1936144.7427978516,555105.6410522461,1215401.2276000977,2649344.3161621094,2311736.596923828,2183405.8046875,1734827.6170654297,2354582.8555908203,1377742.5989990234,1495562.2651367188,30874.52215576172
PI(O-42:6),-0.9259401736792098,10.741417042765768,7.969888148800237,0.004756187759595995,0.12122485825088501,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PI,430699.9510040283,1473574.522857666,840346.1226196289,2125877.881286621,320021.423248291,432293.3812408447,2817056.0744018555,4733123.54888916,4409186.042907715,4884133.317687988,1538951.827377319,18925.90129852295
LPG(15:1),0.9419411612807489,1.357630489037335,7.906143218382582,0.004926719578995441,0.12139995658704004,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PG,1704.380107879639,2089.8801345825195,1664.580135345459,1818.4401359558103,1722.9601249694824,2047.280143737793,2422.160167694092,1660.4601249694824,1860.6801223754885,1975.280143737793,1607.7001113891602,1553.9201126098633
O-(17-carboxyheptadecanoyl)carnitine,0.9398424945141405,10.517707894906067,7.898776297908626,0.0049468252183095815,0.12139995658704004,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,CAR,1307444.4721679688,1324546.151611328,1138653.3198242188,1483293.478881836,1284833.246459961,1479967.3603515625,1302763.0541992188,1252655.9416503906,1400390.738647461,1404002.06640625,1360204.280517578,309643.52238082886
LPE(14:0),0.9272613497300262,1.2102480213444697,7.663768956897499,0.005634068817799472,0.13603550032654532,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PE,1591.8001136779783,1662.4401206970217,1749.9401245117188,1542.8801040649414,1482.6601066589355,1575.6001052856443,1709.7201118469238,1743.3401107788086,1586.1601066589355,1548.4601020812988,1688.3601188659668,1479.6600952148438
PG(O-42:2),0.9192791096310454,7.855524879010827,7.5652717159046,0.005950368285424741,0.14139208449652124,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PG,168990.84954833984,170186.5516357422,270781.13983154297,177031.4359741211,265715.8764038086,220226.5962524414,301012.3996582031,180668.6343994141,213588.81518554688,187131.47357177737,236376.09393310547,32982.28225708008
FA(22:0),0.9152943095090246,13.052951746275829,7.5016745825304625,0.006164165083476563,0.144183673905694,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,FA,6599116.069580078,6171871.086425781,3610485.279663086,5792852.909423828,7560239.307189941,21887110.60168457,7392204.651611328,9171471.067626951,6790860.650817871,12776242.21246338,5905511.96685791,1157658.540374756
CerP(d18:1/2:0),0.9094120169289489,2.4365988608511993,7.395487353685394,0.006538770660618235,0.15059291813762304,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,Cer,3794.4802589416504,3584.9602584838867,3736.900249481201,3694.1802711486816,3736.020252227783,4083.040298461914,3723.68025970459,4030.760269165039,3909.7402725219727,3780.520278930664,4033.720268249512,3441.740245819092
1-O-palmitoyl-Cer(d18:1/16:0),0.9034712396274525,3.081131765241501,7.3050269776296,0.006876196448782847,0.15528238621952972,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,Cer,5631.440368652344,3930.26025390625,6120.620475769043,6000.080413818359,4370.340328216553,5721.100395202637,4830.9203453063965,6407.380443572998,5189.2403564453125,4676.50036239624,6160.1803855896,6578.1604080200195
PC(34:6),0.9017019354105081,11.174467615409135,7.2858855688609765,0.006949846277026381,0.15528238621952972,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,PC,3116221.129119873,2471955.5697021484,721939.78564453125,1557687.4038085938,3507775.911499023,2921305.178100586,2957384.876098633,2231996.0772094727,3159622.3393554688,1802516.4705200195,2030590.7579345703,30682.862091064453
[TG(52:6)]_FA18:1,-0.8800584233269916,9.289786231428195,7.204302577179306,0.007272900656045626,0.15553617545857576,6,5,Genotype_ WT | time point_ 28d ISCI,Genotype_ WT | time point_ healthy,TAG,125282.90830993652,89715.40478515625,152460.36911010742,108785.92697143556,126259.40829467772,162217.8321838379,510855.2598876953,644521.01513671875,559940.397644043,507403.01092529297,194558.9732971191,841502.9495544434
