lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,AK0135,AK0140,AK0142,AK0157,AK0169,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,Blank-1x
[TG(54:7)]_FA16:0,1.755187927650126,10.470651492895756,32.18954516173108,1.398412184372215e-8,1.9031118545501873e-6,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,2041557.714416504,998363.0891418456,1560656.8962402344,1324824.1132202148,6912525.977722168,585770.8421020508,487220.3315429687,391416.926940918,511361.9538574219,2768370.0514526367,454828.3283691406,24154.861877441406
[TG(56:8)]_FA18:1,1.6786780691568233,10.356533800215459,29.542494413559332,5.47040791944463e-8,6.824333879507176e-6,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,1883734.0817871096,914075.9053955078,1447974.9493408203,1295389.2770385742,6058347.846496582,521313.45513916016,494805.216796875,406284.0471801758,529813.23828125,2593478.863647461,463341.09509277344,28634.50213623047
[TG(56:7)]_FA18:0,1.6298430577755116,10.70046741925622,27.905167604330927,1.2740903914185045e-7,1.467164089195001e-5,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,2383518.3403930664,1184902.6057128906,1850672.400970459,1548525.204040527,7715585.222473144,781737.5592041016,676558.5471801758,542158.3009033203,708741.8089599609,3261971.276123047,644395.7590942383,23058.56153869629
PG(18:4),-1.6369048127880577,10.51968392483488,26.390788291620083,2.78867264418795e-7,2.9818878202495437e-5,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,287177.59954833984,158612.06994628906,146954.52981567383,141085.0880126953,203034.45635986328,972887.184753418,960278.9719848632,1100950.3084716797,1015164.6103515624,205683.87362670896,979080.7119750977,1866382.3871765137
LPG(18:4),-1.6178061721494086,10.501701287894866,25.81539125462814,3.7568072751989334e-7,3.7492936606485355e-5,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,287372.07763671875,159701.9296875,145450.85116577148,146091.09243774414,201000.676361084,939979.0142822266,963266.14892578125,1111415.6381225586,1019557.4677734376,190692.7772216797,969426.8099365234,1838982.054840088
[TG(54:8)]_FA16:1,1.4596817147810948,10.084748993722942,22.52737248406629,2.0717042498252062e-6,1.730622535297309e-4,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,1579035.663146973,793672.1771240234,1116935.9455566406,943824.323059082,4770038.156799316,693039.7122802734,547743.8662109375,430548.4067077637,595706.5601806641,2005208.1481933591,542109.1633300781,29435.762115478516
LPG(21:0),1.4624462505254734,7.760796764758531,22.609888505511663,1.9846051609030664e-6,1.730622535297309e-4,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,146923.51110839844,115403.38934326172,101265.1063232422,806244.6117553711,139284.0711669922,171947.5733642578,173863.61083984375,146445.96990966797,168361.17346191406,126808.1293334961,170644.2108154297,51033.48358154297
PG(20:0),1.4571334856727034,7.7651944903287005,22.45010154031843,2.1567408969305527e-6,1.730622535297309e-4,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,144767.82983398438,117892.8875732422,102105.20526123048,805834.4592895508,149528.869140625,180711.49279785156,171037.27185058594,147928.5106201172,170952.9744873047,132131.28869628906,162878.5698852539,49674.82373046875
PI(O-40:5) | PI(P-40:4),-1.5010664433412428,10.344227352948122,22.41500297264429,2.196514907858976e-6,1.730622535297309e-4,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,354633.1041870117,1019139.5050048828,929229.157836914,409421.4009399414,422177.2482910156,2905893.2568359375,4614986.858032227,3638184.947021485,1417036.094665527,598445.4321594238,4210408.349365234,39443.00280761719
FA(15:1),1.42362205841664,11.090313348989111,21.45475352225185,3.6227680696026974e-6,2.711641900097619e-4,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,FA,1577863.0067138672,1443441.733581543,1777239.8449707031,2298313.915161133,1828271.54208374,1283359.539428711,598373.7831726074,1033582.3955078124,854112.263458252,1100277.9603271484,1055318.6157226563,1725227.109222412
PI(O-42:6),-1.4539866810757767,11.087350377653465,21.10149579201243,4.355879814270307e-6,3.1051200390298334e-4,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,1405842.761505127,1452097.6293640137,1583212.5514526367,605762.0560760498,614715.9607696533,4737741.291015625,5619288.5783081055,6080152.11340332,3104774.723876953,1786963.449569702,7478849.997497559,18925.90129852295
PS(O-40:4),1.3438315207654579,8.256334101098131,19.166414166207005,1.1980283518168858e-5,8.152038375772172e-4,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,501007.0324707031,435049.2696533203,388076.408203125,368047.0046386719,505994.67834472656,322036.29888916016,281275.0427246094,215741.81311035156,264810.1828613281,181786.2750244141,279711.57861328125,39735.94287109375
PI(O-40:6) | PI(P-40:5),-1.3219984345773732,14.243989996689551,17.60314112649567,2.7213847661452425e-5,0.0017712665195301859,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,9760794.801879885,16505503.030151367,15160026.5178833,5749710.802215576,6225352.019866943,44991590.14343262,57428238.89129639,49895611.158569336,23233108.128356937,19312869.8873291,56021330.67919922,18200.381225585938
LPG(15:0) | PG(O-16:0)_2,1.2801051968420278,1.5268890843168808,17.363589174322325,3.086831911298221e-5,0.0019254114046722655,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,2014.3401184082031,1846.8601303100584,6181.240234375,1921.5601425170896,1933.940139770508,1691.3801193237305,1705.8600997924805,1875.9601402282717,1587.580108642578,1743.1401023864746,1912.4601364135744,1658.9201278686523
FA(18:1),-1.2775513152114533,9.624309231591631,16.48764582007425,4.896810995499229e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,FA,1269482.4680786133,15387.740982055664,7960.440567016602,7951.100528717041,1058808.2702026367,3087014.745788574,1224852.4151306152,1072812.0966186523,1853653.4731445313,227361.5581550598,1195409.1694335938,238230.0756225586
LPG(18:0) | PG(18:0),1.2570647058711188,8.87371123215514,16.81436096258767,4.122018029955233e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,435044.82946777344,421355.28802490234,473431.6177978515,307011.0614013672,849405.4376220703,340965.8259277344,320965.5447998047,248846.935546875,300690.0217285156,283097.8596191406,286496.3201904297,256118.97686767575
LPI(12:0) | PI(12:0),-1.296131103081351,10.352606978149721,16.950022096003522,3.8376873149708657e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,1162096.356163025,671785.130645752,867691.3675842285,374957.5304107666,781152.4914093018,2249138.4966430664,3794366.736328125,2132474.4255371094,2314993.7252578735,956636.744644165,5636275.036437988,19044.081504821777
LPI(12:0) | PI(12:0)_3,-1.2902106964638187,10.33920143932512,16.802093398582656,4.1487510519182285e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,1118133.280960083,651225.5531005859,859327.9139099121,412478.4709167481,779159.4633331299,2194125.3240966797,3731174.936126709,2080178.5159606936,2264145.5348968506,1082342.0883789063,5497082.3251953125,17273.941032409668
LPS(21:0),1.252487897299952,7.9472971376632415,16.694084025225493,4.391773992809023e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,183062.25390625,140019.77099609375,126380.11096191406,823471.6687011719,182901.53271484375,222517.97631835935,227640.81311035156,185092.5115966797,215027.25744628903,156606.650390625,209016.37536621097,55159.06396484375
PC(32:3),1.2407452652842497,10.740637637959203,16.38829773606267,5.16028380737586e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3022032.93157959,2223452.395385742,2265097.210876465,2659512.810546875,2538296.586669922,794215.17333984375,1523044.1447753906,1697626.4278564453,1974368.038330078,1464316.3035888672,2044261.4041748047,30471.70233154297
PC(O-34:4),1.251775657573282,10.904109945913268,16.675911805505166,4.434046245612152e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3396784.4669189453,2490272.872680664,2604581.1270751953,2952792.4102783203,2850356.5849609375,939566.4342651368,1636739.5988769531,1875554.212524414,2219193.5192871094,1637819.9219970703,2292310.2932128906,28695.90200805664
PC(P-32:4),1.2432089786232143,10.863152998469664,16.452338910661638,4.988859355690911e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3260872.047241211,2384360.936401367,2520311.877685547,2931616.489379883,2742792.8049316406,840958.260559082,1646269.7224121094,1860323.2602539065,2157843.240234375,1602113.8970947266,2230791.4775390625,28278.10220336914
PG(38:7),1.2427369945596884,9.299122411259908,16.43994309178379,5.021587390446185e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,934891.9832763672,767686.7728881836,741820.0866699219,590562.3014526367,1727262.1380615234,679610.2668457031,586287.3375854492,430811.85009765625,576589.8801269531,591819.5374755859,507271.73248291016,42770.442932128906
SM(d18:1/18:1)9Z)),1.245682606454728,10.736415560282131,16.51674452307634,4.822232945448214e-5,0.0022720426057769596,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,2978691.8997802734,2209716.059448242,2298721.4299316406,2669298.773071289,2508944.533935547,721415.87255859375,1520209.1619873047,1704916.307861328,1969697.6127929688,1448942.68359375,2086878.9345703125,30199.342193603516
PC(O-34:2),1.2325394069879783,10.764001912455733,16.175859167939052,5.772509606371002e-5,0.0023355261839830784,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3106042.226501465,2244151.9044189453,2347120.7736816406,2658826.0037841797,2551573.934814453,848541.1874389648,1525967.1639404297,1733383.5357666016,2032360.1142578125,1482420.8045654297,2079090.947265625,29145.622009277344
PC(O-34:3),1.236358385779039,10.863520723226102,16.274570562527515,5.4794395156880203e-5,0.0023355261839830784,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3314664.9368286133,2379413.772216797,2499487.564819336,2888689.2939453125,2761964.875732422,912845.5904541016,1632588.5950927734,1815897.131958008,2197297.3706054688,1599206.2381591797,2222126.186279297,29839.902221679688
PS(22:7),1.2334214888821344,7.974161718092703,16.19818352807647,5.7048793318828354e-5,0.0023355261839830784,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,190433.853515625,145662.8916015625,125736.20849609376,827027.7214355469,187294.6339111328,225408.0590209961,228461.775390625,200671.85498046875,217918.87634277344,154450.67016601563,221410.93603515625,57104.58361816406
LPG(18:0) | PG(18:0)_2,1.226741713784825,8.862401158299766,16.02627882603474,6.246936697288455e-5,0.00238624064140084,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,424165.3470458984,423176.33337402344,465551.5604248047,309533.7213745117,846380.1259765625,334896.80126953125,325561.240234375,259661.39556884769,293624.95764160156,298712.7227783203,287715.44079589844,249343.6390991211
PC(32:0),1.2263994338839146,10.741424182637997,16.017751551276888,6.275135179571152e-5,0.00238624064140084,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,2987578.3508911133,2226065.087158203,2270212.699523926,2648643.9232177734,2525348.9853515625,732898.8688964844,1517259.9380493164,1711808.3029785156,2036627.257080078,1470933.6778564453,2094068.1247558591,31963.282348632813
PC(32:1),1.2252231346982478,10.733826379264785,15.98754423565697,6.376060498065037e-5,0.00238624064140084,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,2981648.0073242188,2177018.590698242,2282235.293823242,2635576.641479492,2519609.2028808594,765304.0653076172,1505209.5285644531,1716691.2541503906,1973187.81640625,1469355.8887939453,2086780.560546875,30584.482391357426
LPI(12:0) | PI(12:0)_2,-1.2527373403189013,10.366644097737279,15.879126110186915,6.751931931107305e-5,0.0024652785611872286,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,1096444.6298065186,666261.7430725098,865796.3456878662,518399.7606506348,783576.9152679443,2225780.8207092285,3763253.343322754,2123523.1205444336,2358043.192588806,1003713.1037216188,5626526.302734375,18575.88124847412
SM(d18:1/18:0),1.2155589404964555,10.74423525918902,15.74038467300852,7.265630143585291e-5,0.002589678172606472,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,3016243.7977905273,2200411.026977539,2251520.2310180664,2666461.207397461,2526854.049560547,839684.526184082,1511416.4162597656,1717428.310180664,1991512.9333496096,1471251.0801391602,2106517.739013672,31011.601989746097
PC(32:2),1.2102521401087352,10.73227089644692,15.605433065065881,7.803006199492033e-5,0.0027117980223160813,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,2968187.504272461,2190517.234741211,2221344.598022461,2638058.66607666,2530548.8990478516,815828.8995361328,1506915.349243164,1692060.0845947266,1995818.9895019531,1474620.7512207031,2097074.4287109375,29463.122344970703
SM(d18:0/18:0),1.2086684325451236,10.725677581624186,15.565265062759863,7.970548629385944e-5,0.0027117980223160813,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,2978589.012573242,2156461.065307617,2243006.3716430664,2592749.8681640625,2505839.1112060547,746556.6898803711,1530888.4266357422,1731438.3276367188,1970291.787597656,1464747.4877929688,2081728.1185302737,33657.44226074219
SM(d18:2/18:1),1.2029308993409862,10.749121800322026,15.420152429287555,8.606554901130403e-5,0.002863113930442714,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,3000773.35736084,2203977.4927978516,2311608.692626953,2656179.366088867,2482159.96875,818573.6844482422,1538281.7974853516,1741830.650024414,1998817.2495117188,1530671.0234375,2076448.9453125,29740.581909179688
PC(34:5),1.2006039975161864,11.463525580540137,15.361506456916686,8.877860572960039e-5,0.00288916462559156,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,4746879.372436523,3569254.9276123047,3944943.633178711,4352536.53137207,4156019.688720703,2034516.009399414,2404730.3459472656,2865852.1293945313,3182127.964111328,2350189.868347168,3233253.2114257813,35443.602600097656
[TG(50:3)]_FA18:0,-1.2247821994477557,9.253386406429923,15.205611416073225,9.641649224198183e-5,0.0030709678486435486,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,601187.6213378906,255879.3532104492,254092.99395751953,273248.23837280273,492544.72064208984,1350712.8669433594,1551913.1686401367,1184674.250152588,1372232.3521728516,770997.7844848633,1305334.6473999023,23989.781814575195
LPS(18:0) | PS(18:0),1.1894908211150073,8.753279373286166,15.082535144372741,1.0291102314459604e-4,0.003209537534322089,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,501541.6763916016,462335.9404296875,525926.1925048828,260141.35522460935,1224876.2774658203,453115.2119140625,438761.8791503906,282816.59924316406,385887.3117675781,294981.29724121094,356352.08239746094,90023.586181640625
LPS(18:0) | PS(18:0)_2,1.1874103723131346,8.762720501534018,15.030620714147517,0.00010578084300813961,0.0032317126935343873,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,520176.6541748047,461026.2768554687,536274.95166015625,259917.75732421875,1209579.6811523438,453047.2091064453,449427.7473144531,282664.6424560547,382620.96643066406,291840.84338378906,368017.1657714844,91770.22717285156
FA(24:5),-1.2117072059708334,11.779031055370513,14.89528508778313,1.1364667470689977e-4,0.0032754155206023913,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,FA,2389622.010498047,1059367.071029663,1462845.2863464355,1830471.1362304688,3302428.7809906006,28005625.03112793,3050610.21774292,1810146.6446228027,4780553.716369629,1804504.928527832,2821938.868713379,505308.3322067261
PC(32:4),1.1818777010856367,10.545523558376695,14.893151428172132,1.1377528862479916e-4,0.0032754155206023913,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,2547605.525024414,1920119.8182373047,2029023.9297485352,2270471.4653930664,2133143.905151367,648552.5858154297,1391360.5760498047,1548273.765625,1792490.548828125,1333772.2020263672,1778398.5993652344,30874.52215576172
PC(34:4),1.1819342393092485,11.602196835154635,14.894590382813476,1.1368853444382161e-4,0.0032754155206023913,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,5296121.709228516,3876439.7145996094,4304725.169189453,4744341.899902344,4593682.175292969,2291834.275756836,2655644.1966552734,3140179.5834960938,3542419.137939453,2605261.0306396484,3625906.3256835938,36301.58251953125
PC(O-34:1),1.1793582822813264,10.778556452371157,14.830675992154283,1.1760687579094326e-4,0.0033218394916800387,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3068920.27532959,2208093.475341797,2344568.0592651367,2684412.356201172,2573191.6684570313,1231022.1738891602,1535823.1796875,1747236.596069336,1990880.5334472656,1488479.0363769531,2083960.6538085935,26734.441864013672
[TG(48:2)]_FA18:0,-1.2057294647068968,9.326728199828587,14.754141949228142,1.2247817625549794e-4,0.0033953672195274147,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,608329.34815979,269293.3155822754,298637.92541503906,295397.7361907959,520869.69456481934,1417907.0684204102,1640796.8825683594,1263797.4493103027,1415028.0575561523,806961.62158203125,1402770.8473510742,19089.681350708008
[TG(52:2)]_FA18:0,-1.1989983012716106,9.177116829169165,14.596073561355183,1.3319177273705523e-4,0.0036252378870431216,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,540007.1877441406,243320.376953125,251692.4569091797,270370.016998291,474620.74237060547,1718348.8373413086,1307584.0763549805,990802.7007751464,1225550.0178222656,688003.5015869141,1160519.990661621,29991.121963500977
PS(38:7),1.1668706091105083,9.466979295281718,14.522707315059959,1.3848025856622945e-4,0.0037018740548865267,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,1064837.6732177734,852235.7889404297,821153.9136962891,691895.2021484375,1801805.1147460935,786238.6220703125,703990.4473876953,518664.0487060547,697121.9738769531,624869.2457275391,624660.6398925781,48050.223083496094
[TG(50:4)]_FA18:1,-1.1915384906550348,9.21525603676929,14.4218172549281,1.4609984638195293e-4,0.003837043333926027,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,568175.7471923828,256360.5059814453,259637.43655395508,272204.1190185547,490057.83416748047,1326708.6661376953,1488753.0110473633,1115699.535308838,1315439.1377563477,764633.2415771484,1253595.5311279297,26350.50177001953
[TG(48:3)]_FA18:1,-1.1848635422538338,9.268362863763326,14.266694229851055,1.586473514932199e-4,0.004042768231399556,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,604648.539276123,257899.75532531735,273916.23526000977,299627.8840332031,498339.2405700683,1345439.1622314453,1585081.7963562012,1217476.6871948242,1335046.0020751953,777981.8367004395,1334201.2847595215,18693.48141479492
PC(O-34:0),1.1560535097003282,10.805415496967305,14.258563065726776,1.593342188727948e-4,0.004042768231399556,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,3082733.9497680664,2215035.849609375,2386524.0373535156,2757648.1064453125,2584840.419067383,1231862.2178955078,1561723.4715576172,1818973.3347167969,2086874.8071289065,1514213.6586914063,2168566.1586914063,27564.40200805664
Cer(d18:2/16:0),1.1516096834154435,4.010850747809585,14.14387966493507,1.6934713330279217e-4,0.004165130737180515,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,Cer,18109.32155227661,24456.00173187256,8592.460594177246,13974.00114440918,42939.76314544678,13808.541015625,9683.400638580322,10868.800804138184,11003.4807472229,21645.041675567627,9841.740669250488,3684.1002807617183
SM(d18:2/20:1),1.1511567597637669,11.546816552496233,14.139726231340319,1.697214261643363e-4,0.004165130737180515,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,SM,5069005.792724609,3700400.6271972656,4042831.998535156,4579602.773925781,4402335.509765625,2229948.000366211,2600098.977661133,3047137.645263672,3460369.0708007813,2518223.4079589844,3587910.7521972656,35437.54232788086
[TG(52:3)]_FA18:1,-1.1710229793455604,9.211873048704199,13.947423014364176,1.8799518755930345e-4,0.004524464807243688,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,TAG,539356.0633544922,248940.69842529297,259961.91833496097,285523.9602661133,499462.81719970703,1892508.7810058591,1283356.6553955078,1004919.7384033204,1213843.224243164,685983.6735839844,1099709.5008544922,37349.22244262695
LPS(18:4),-1.1693090039459995,8.690546197459232,13.908022612039986,1.9197728811998232e-4,0.004524464807243688,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,345854.466796875,200092.07403564453,186250.57220458984,187246.23260498047,310327.2391357422,907544.9293823242,921213.4202270508,980625.1598510742,954453.6455688477,257701.46160888672,912750.2357177734,45608.60339355469
PI(P-42:6),-1.1686782863861476,14.206745072156888,13.893846825485241,1.9343069316205482e-4,0.004524464807243688,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PI,6461516.691162109,17255526.08154297,18745734.977783203,6594699.944396973,5668690.040496826,42508123.162109375,47161366.0982666,45378035.50341797,29601724.90686035,18907470.689704895,54119603.32800293,36373.202629089355
PG(O-38:0),1.1356382485285228,9.126691584972438,13.76602400567208,2.0704707825894595e-4,0.004768453479286801,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PG,834025.8299560547,688381.2819213867,662957.1641235352,534137.2471313477,1359473.3630371094,658681.7702636719,558728.8885498047,402958.2492675781,558153.7283935547,498250.5731201172,485537.3084716797,40358.7428894043
LPS(18:4)_2,-1.154510410561924,8.692096532461218,13.57070233210652,2.2974340080638233e-4,0.0052109980455629454,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PS,348622.1416015625,204518.03198242188,182960.19592285156,184890.03381347656,318011.72341918945,906224.0706787108,899141.9699707031,983587.8857421876,947009.5001220704,260554.05780029297,910420.2751464844,47694.24353027344
PC(34:3),1.1156162439726118,11.528092328414468,13.291198897350116,2.666549114027459e-4,0.005870329446616332,5,6,Genotype_ cKO | time point_ 28d ISCI,Genotype_ cKO | time point_ healthy,PC,4930725.526855469,3657510.771972656,3985374.372070313,4435151.428466797,4307120.668212891,2216657.3708496094,2581818.175048828,3056995.407470703,3458631.740966797,2559073.830688477,3594989.0134277344,36984.24279785156
