"lipid","type","mean1","mean2"
"[TG(60:4)]_FA16:0","TAG",35915.6460851034,141592.597651672
"[TG(60:5)]_FA16:0","TAG",36874.7591196696,139597.153927612
"[TG(60:5)]_FA20:0","TAG",173179.516019185,586458.020715332
"1-O-eicosanoyl-Cer(d18:1/16:0)","Cer",0,164.140020751953
"3-hydroxyeicosanoylcarnitine | Cervonyl carnitine","CAR",702603.570420583,868628.565874481
"3-hydroxylinoleoylcarnitine","CAR",3488324.47903061,4288143.8017662
"CE(22:4) | 20:3 Stigmasteryl ester","CE",1246083.59210587,1609639.05004044
"Cer(d18:0/18:0(2OH))","Cer",779.970050175985,1688.20011672974
"Cer(d18:0/26:0)","Cer",767.500048955281,1791.64012985229
"Cer(d18:0/h26:0)","Cer",105.760007222493,753.332036590576
"CerP(d18:1/24:0)","Cer",1191.59340731303,2234.79614334106
"CerP(d18:1/24:1(15Z))","Cer",930.000045776367,2003.61214065552
"FA(14:1)","FA",258759.602132161,422803.371777344
"FA(20:5)","FA",205170.111462911,297767.121759796
"FA(22:1)","FA",1164617.06694031,1442004.88099213
"FA(22:5)","FA",1237165.46921539,1637467.14810333
"Hexacosanoyl carnitine","CAR",669709.583735148,869077.115136719
"LPG(18:0) | PG(18:0)_2","PG",38267.0197753906,81820.5739501953
"LPI(19:0)","PI",39883.9455973307,111800.752075195
"Palmitoylcarnitine | (5Z)-13-carboxytridec-5-enoylcarnitine","CAR",878840.912066142,1107961.75299225
"PC(36:7)","PC",2991354.79155986,3501123.88599854
"PC(36:8)","PC",2729290.704717,3155257.80481567
"PC(38:0)","PC",2198062.14895121,2572942.84185791
"PC(38:1)","PC",2191872.22741699,2560424.87695312
"PC(38:2)","PC",2255505.60891724,2676804.21494141
"PC(38:6)","PC",3926084.46971639,4686183.1538208
"PC(O-36:0)","PC",2976721.38932546,3553543.79821777
"PC(O-36:1)","PC",2751007.88257599,3158736.13249512
"PC(P-40:6)","PC",2181540.43007914,2568914.61395264
"PG(34:4)","PG",192049.573547363,243914.977307129
"PG(34:5)","PG",91929.8692016602,152898.270495605
"PG(40:0) | PG(P-42:6)","PG",478110.754333496,2495765.70959473
"PG(40:0) | PG(P-42:6)_2","PG",441770.354431152,2231583.71096191
"PI(40:0)","PI",9419530.48524221,30479692.2825882
"PS(38:3)","PS",337344.431549072,406394.111572266
"SM(d16:1/22:1)","SM",2649423.10266622,3135798.93317261
"SM(d18:0/24:0)","SM",2172177.47282918,2555069.83215942
"SM(d18:1/24:0)","SM",2179272.68757629,2583503.40313721
"[TG(48:2)]_FA18:0","TAG",333247.057975769,1064624.54664917
"PG(38:3)","PG",304713.355784098,374587.758374023
"(7Z,10Z)-hexadecadienoylcarnitine","CAR",750570.346904755,963095.454479218
"[TG(48:1)]_FA18:0","TAG",226470.728042603,702639.836856079
"[TG(48:2)]_FA18:1","TAG",235979.086865743,726114.334565735
"[TG(52:0)]_FA16:0","TAG",172385.219085693,639183.803430176
"[TG(52:1)]_FA16:1","TAG",168995.508463542,622506.196820068
"[TG(52:2)]_FA18:0","TAG",273374.022842407,876506.898886108
"[TG(52:2)]_FA20:0","TAG",106683.566996257,432959.27829895
"[TG(52:3)]_FA18:0","TAG",198925.083376567,618732.212759399
"[TG(52:3)]_FA18:1","TAG",277665.114135742,871165.170953369
"[TG(52:4)]_FA18:0","TAG",76286.956606547,314208.893981934
"[TG(52:4)]_FA18:1","TAG",195584.498542786,601514.263034058
"[TG(52:5)]_FA18:1","TAG",69521.4444656372,307064.133529663
"[TG(52:6)]_FA20:4","TAG",413889.381134033,1292260.87565918
"[TG(56:0)]_FA16:1","TAG",305553.873835246,960924.607159424
"[TG(56:1)]_FA16:0","TAG",155321.938285828,494990.792727661
"[TG(56:1)]_FA18:0","TAG",140182.339609782,449183.10194397
"[TG(56:2)]_FA16:1","TAG",105081.987965902,349439.988647461
"[TG(58:0)]_FA16:0","TAG",53650.9101816813,192587.745637512
"[TG(58:0)]_FA18:0","TAG",9334904.03427633,28090339.4963593
"[TG(58:1)]_FA18:1","TAG",8341184.55408223,24452887.3976624
"[TG(58:10)]_FA16:0","TAG",55078.8573735555,190965.52984314
"[TG(58:2)]_FA18:2","TAG",8232894.95072937,23912096.9224304
"[TG(58:3)]_FA16:0","TAG",63986.2280298869,256101.569311523
"[TG(58:4)]_FA16:1","TAG",54270.9136606852,222361.296572876
"[TG(58:5)]_FA16:0","TAG",50420.0869992574,188579.28447876
"[TG(58:5)]_FA16:1","TAG",46004.9866612752,165131.435284424
"[TG(58:7)]_FA16:0","TAG",71855.7512257894,255118.157498169
"[TG(58:8)]_FA16:1","TAG",71637.5583953857,258284.17318573
"[TG(60:0)]_FA16:0","TAG",37834.5591901143,133730.421472931
"[TG(60:0)]_FA16:1","TAG",35441.3593088786,129032.257650757
"[TG(60:0)]_FA18:0","TAG",102921.2376194,333945.548414612
"[TG(60:1)]_FA16:1","TAG",37362.8992004395,136718.172657776
"[TG(60:1)]_FA18:2","TAG",47921.233282725,172248.655680847
"[TG(60:1)]_FA20:0","TAG",146658.848642985,476057.875717163
"[TG(60:1)]_FA20:4","TAG",132912.173247019,416827.478251648
"[TG(60:11)]_FA16:1","TAG",38513.5059407552,136609.865765381
"[TG(60:12)]_FA16:0","TAG",43868.2164433797,162403.727761841
"[TG(60:12)]_FA18:0","TAG",90824.0525919596,295453.460787964
"[TG(60:3)]_FA18:0","TAG",168640.857729594,571370.163873291
"[TG(60:6)]_FA16:0","TAG",39539.1660970052,144451.429528809
"[TG(60:6)]_FA16:1","TAG",37916.7656059265,137996.858204651
"[TG(60:7)]_FA16:1","TAG",42532.9097328186,149665.086611938
"[TG(60:7)]_FA18:0","TAG",85488.7652435303,278810.61522522
"[TG(60:8)]_FA16:0","TAG",36625.6591389974,133373.044967651
"[TG(60:9)]_FA16:1","TAG",37477.302772522,133706.389196777
"[TG(60:9)]_FA20:4","TAG",196683.601898193,633111.898455811
"20:0 Campesteryl ester","CE",1304592.52272542,1791592.43943481
"20:1 Campesteryl ester","CE",1326698.83757146,1825804.38058395
"20:3 Campesteryl ester","CE",1328733.03117116,1837435.96590424
"CE(14:0)","CE",189750.467219035,265778.142776489
"CE(22:5)","CE",1304306.77368927,1737399.1232193
"CE(22:6)","CE",1309154.58226649,1783836.63654099
"Cer(d18:0/20:0(2OH))","Cer",937.630066553751,2328.11617736816
"Cer(d18:0/20:0)","Cer",847.773402531941,2045.68413085937
"Cer(d18:0/22:0(2OH))","Cer",871.886721293132,2169.47614440918
"Cer(d18:0/24:0)","Cer",1829.22678375244,3315.74420089722
"Cer(d18:1/12:0)","Cer",1497.6501159668,2880.06020965576
"Cer(d18:1/26:1(17Z))","Cer",2318.43015034994,4002.10826187134
"Cer(d18:2/14:0)","Cer",1132.26340230306,2352.44013595581
"Cer(t18:0/16:0(2OH))","Cer",6227.19714864095,8214.66856460571
"Cer(t18:0/20:0(2OH))","Cer",1589.14345741272,2725.25617904663
"Cer(t18:0/22:0(2OH))","Cer",1325.9800936381,2473.41616821289
"Cer(t18:0/24:0(2OH))","Cer",2881.05355771383,4713.67631988525
"CerP(d18:1/22:0)","Cer",958.090054194132,2264.49613342285
"CerP(d18:1/8:0)","Cer",982.290063222249,2334.75215835571
"Cholesteryl nitrolinoleate","CE",1318798.70786285,1810168.69737701
"FA(12:1)","FA",237510.512690226,337937.459161377
"FA(17:1)","FA",568209.69144694,855169.390643311
"lanosteryl oleate | 20:2 Campesteryl ester","CE",1308223.33897654,1813060.94886017
"LPE(18:3)","PE",80557.6018702189,310179.347821045
"LPG(14:0)","PG",146.996664683024,655.268041229248
"LPG(18:0) | PG(18:0)","PG",33181.6389872233,80389.973413086
"LPG(20:5) | PG(20:5)_2","PG",26390.1485799154,52402.4913452148
"LPI(18:3) | PI(18:3)","PI",124473.305472056,172790.844985962
"LPI(18:3) | PI(18:3)_2","PI",122247.47803243,177616.987351227
"LPS(12:0) | PS(12:0)_2","PS",29628.4754587809,44986.2750297546
"LPS(14:0)","PS",507.726695378621,1194.26008605957
"O-(13-carboxytridecanoyl)carnitine","CAR",965200.388487498,1281139.27899857
"O-palmitoleoylcarnitine | trans-Hexadec-2-enoyl carnitine","CAR",809184.944033305,1048868.42894135
"PC(34:0)","PC",2383759.73097992,2867593.60997314
"PC(34:1)","PC",2351316.71839905,2832903.05109253
"PC(34:2)","PC",2329016.71777852,2820358.04657593
"PC(36:4)","PC",4416181.20765177,5409286.17677002
"PC(36:5)","PC",4123483.55567423,5166435.72548828
"PC(36:6)","PC",3428203.18188477,4213758.05654297
"PC(38:7)","PC",3383955.97569784,4183184.39438477
"PC(38:8)","PC",2908242.66210938,3725182.47807617
"PC(40:10)","PC",2044317.19544474,2519703.50164185
"PC(O-36:2)","PC",2259403.62223307,2771426.56109619
"PC(O-36:3)","PC",2329576.86675008,2860520.22711182
"PC(O-36:4)","PC",2558752.36374919,3056959.35943604
"PC(O-36:5)","PC",2510652.79076131,3024096.31761475
"PC(O-38:0)","PC",3437681.47634379,4201667.07056885
"PC(O-38:1)","PC",2908969.99223836,3732016.54537354
"PC(O-40:2)","PC",1950067.71455638,2428507.02380829
"PC(O-40:3)","PC",2042230.2877833,2512059.89073791
"PC(O-40:4)","PC",2054324.40938059,2540245.68146515
"PC(O-40:5)","PC",2021192.8893458,2480250.34279327
"PC(O-40:6)","PC",2068074.6059316,2508406.05687256
"PC(P-36:5)","PC",2421896.61167399,2943209.45975952
"PE(O-18:1)","PE",126512.199626923,454582.999884033
"PG(38:7)","PG",513277.540161133,663054.34119873
"PI(38:5)","PI",199189.24977239,279694.583686066
"PI(40:1)","PI",77197.2986030579,267292.721896362
"PI(42:11)","PI",112280.994253794,374062.102506256
"PI(O-20:5)","PI",40615.1606903076,116779.812042236
"PI(O-40:5) | PI(P-40:4)","PI",658648.612518311,2189447.91390381
"PI(O-42:4)","PI",65815.5544490814,238548.233531189
"PI(P-42:6)","PI",11014473.4321632,33630450.5534256
"PS(34:5)_2","PS",197502.821390788,302229.591418457
"PS(40:0) | PS(P-42:6)","PS",813293.958170573,3138882.22026367
"PS(40:0) | PS(P-42:6)_2","PS",757456.931396484,2800655.80795898
"PS(O-40:5)","PS",377013.379058838,471271.984179688
"SM(d18:0/20:0)","SM",2379892.77859497,2857298.24390869
"SM(d18:0/22:0)","SM",2510360.21787516,3208214.78499145
"SM(d18:1/20:0)","SM",2294313.4340566,2758880.01928101
"SM(d18:1/24:1)15Z))","SM",2482560.97662354,2995945.30042725
"SM(d18:2/22:1)","SM",4453346.98440552,5498744.05419922
"SM(d18:2/24:1)","SM",3217282.05054728,4023396.73643799
"[TG(56:8)]_FA18:0","TAG",187325.259857178,588691.570046997
"[TG(60:7)]_FA16:0","TAG",44508.6529210409,156356.65536499
"[TG(60:11)]_FA18:0","TAG",158970.470077515,482871.879341125
"LPC(7:0)","PC",21177.8654479981,39873.7676147461
"LPG(20:5) | PG(20:5)","PG",23372.7123514811,50324.0317382812
"PC(38:9)","PC",2728693.28066508,3512490.38977051
"PC(40:9)","PC",1942019.92590332,2433274.66703033
"[TG(60:3)]_FA16:0","TAG",37101.6260782878,131681.777490234
"LPG(20:2) | PG(20:2)","PG",77349.8827260335,333152.850073242
"PC(40:8)","PC",1967701.80578868,2473157.79869995
"[TG(58:1)]_FA18:0","TAG",217493.979688009,655593.507098389
"[TG(60:6)]_FA18:0","TAG",85998.5228424072,275231.099768066
"CE(14:1)","CE",193772.993100484,282209.124526978
"[TG(58:2)]_FA16:1","TAG",42699.4632314046,153679.41857605
"[TG(60:2)]_FA16:1","TAG",35210.9225056966,123481.31741333
"CE(20:2) | 18:1 Stigmasteryl ester | 18:2 Sitosteryl ester","CE",1889736.45156733,2625900.97188187
"PC(O-38:2)","PC",2741521.87250773,3552666.53200684
"[TG(60:4)]_FA16:1","TAG",37375.9128786723,130274.024980164
"Cer(d18:1/16:0)","Cer",18215.6180566152,24183.5776611328
"FA(18:2)","FA",501379.118619283,1429828.75038452
"LPC(20:0)","PC",299902.6534729,475301.652807617
"PC(32:5)","PC",1430767.52182007,1889724.06310425
"PC(36:0) | PC(P-38:6)","PC",2510381.85308329,3268028.33968506
"PC(36:3)","PC",3135091.08876292,4017463.85736084
"PC(52:0)","PC",20664.5513280233,69009.2169418335
"PC(O-40:1)","PC",1952282.30554708,2472201.51141663
"PE(20:5)","PE",27187.3386230468,114594.011132812
"SM(d16:1/24:1)","SM",2642908.03055445,3420168.55947266
"Cer(d18:1/26:0)","Cer",1315.25339063009,2992.76022338867
"[TG(60:8)]_FA16:1","TAG",45204.3898620605,156523.158312988
"PC(36:0) | PC(P-38:6)_2","PC",2462247.28965759,3208379.31470947
"PC(36:1)","PC",2458605.92035421,3205463.4956604
"PC(40:7)","PC",1893341.13565572,2392602.34059753
"[TG(56:5)]_FA18:0","TAG",440280.40662384,590849.866137695
"19:0 Campesteryl ester_simulated | CE(20:0) | 18:0 Sitosteryl ester_2","CE",1882800.89955012,2636552.0621315
"CE(20:1) | 18:0 Stigmasteryl ester | 18:1 Sitosteryl ester","CE",1920851.50014114,2676381.20211868
"PG(P-34:4)","PG",90102.865834554,126532.416644287
"PI(42:3)","PI",72560.1336669922,293359.132019043
"PC(O-38:3)","PC",2645492.43290202,3450784.7822998
"PC(38:5)","PC",3409688.63164775,4386374.73867187
"[TG(54:1)]_FA16:1","TAG",215311.298156738,663249.955615234
"[TG(58:1)]_FA18:2","TAG",417392.29750061,1218420.02560425
"[TG(60:0)]_FA18:1","TAG",50294.687201182,168493.372244263
"[TG(60:10)]_FA16:0","TAG",36889.1291592916,130349.553509521
"[TG(60:3)]_FA16:1","TAG",35999.7260653178,121339.412394714
"CE(20:3) | 18:2 Stigmasteryl ester | 18:3 Sitosteryl ester","CE",1836083.36089071,2575143.84125366
"LPG(19:0)","PG",31149.5054931641,73643.1802124023
"LPG(20:2) | PG(20:2)_2","PG",86295.3126220703,340963.050488281
"PC(36:2)","PC",2469516.18991597,3236638.78347168
"PC(O-40:0)","PC",1878124.09989675,2394049.9986496
"PG(14:0)","PG",63.7866681416828,602.556044006347
"SM(d16:1/24:0)","SM",2445054.31645711,3214326.64300537
"[TG(60:1)]_FA16:0","TAG",34322.7260030111,120357.444506073
"[TG(60:5)]_FA18:0","TAG",74321.1751225789,237246.220236206
"[TG(48:3)]_FA16:0","TAG",49344.3300552368,196279.017880249
"LPC(21:4)","PC",835486.057230631,1420240.51286621
"PC(O-38:6)","PC",2489553.51853943,3282401.4947998
"19:0 Campesteryl ester_simulated | CE(20:0) | 18:0 Sitosteryl ester","CE",1888765.78482564,2653360.30329895
"PC(38:3)","PC",2960726.46187337,3809479.9295166
"PC(38:4)","PC",3384010.04921468,4373009.3817749
"PS(38:7)","PS",581148.378479004,776336.835229492
"[TG(60:2)]_FA16:0","TAG",34760.1590499878,119385.652201843
"LPS(20:5) | PS(20:5)","PS",31133.6657307943,70970.4895019531
"[TG(60:12)]_FA16:1","TAG",39097.3493347168,137799.838153076
"LPE(16:0)","PE",108716.278016408,343769.946878052
"PC(50:0)","PC",34445.8557516734,107097.799338531
"PI(34:5)","PI",45051.3623326619,279086.988864136
"CE(12:0)_2","CE",203660.581180573,309003.145467377
"PC(O-38:4)","PC",2570934.67143758,3409306.08294678
"PC(O-38:5)","PC",2514427.02820333,3337911.20050049
"[TG(58:4)]_FA16:0","TAG",42775.2463531494,149942.922937012
"[TG(60:5)]_FA20:4","TAG",168325.793833415,504281.186729431
"PS(O-40:0)","PS",445551.142191569,603161.807104492
"[TG(58:0)]_FA18:1","TAG",427157.749440511,1233450.81640625
"CE(12:0)","CE",207510.448623657,314317.454824829
"[TG(58:1)]_FA20:4","TAG",98111.2140274048,314947.650444031
"PC(40:6)","PC",1775731.581014,2281859.7356842
"PI(34:1)","PI",67519.4550374349,170950.825830078
"[TG(54:1)]_FA20:4","TAG",159917.359092712,480583.384985352
"PS(34:5)","PS",159058.325215658,267271.128686523
"LPG(20:1) | PG(20:1)","PG",71192.2084350586,134907.472631836
"[TG(50:2)]_FA18:0","TAG",172720.063018799,536528.525866699
"Cer(d18:1/24:1(15Z))","Cer",2019.97681045532,3965.77629089356
"[TG(54:6)]_FA20:4","TAG",302356.524632772,897235.818566895
"PC(52:4)","PC",24214.935198466,78766.9260215759
"PS(O-38:0)","PS",524235.819081624,713200.323962402
"Cer(d18:2/20:1)","Cer",2392.60018348694,4259.10029830933
"LPE(20:5)","PE",16213.870300293,68600.1515625
"[TG(52:6)]_FA18:0","TAG",120341.255472819,383658.313598633
"LPE(22:1)","PE",0,58450.5093612671
"[TG(60:1)]_FA18:0","TAG",61380.9112040202,192863.822819519
"LPG(13:0) | PG(12:0)_2","PG",29825.5815785726,59127.7758422852
"PG(O-20:0)","PG",27904.8154602051,72860.5164306641
"[TG(60:4)]_FA18:0","TAG",64080.9414583842,201524.530075073
"[TG(60:11)]_FA20:0","TAG",79608.7254880269,256100.285998535
"[TG(54:4)]_FA16:0","TAG",1742049.34143066,2333543.36127319
"CerP(d18:0/16:0)","Cer",843.346734364828,2509.21618652344
"LPG(20:1) | PG(20:1)_2","PG",69758.7619018555,135348.023388672
"PC(40:5)","PC",1597537.18162028,2109288.82072754
"PS(P-34:4)","PS",97863.35643514,143859.733239746
"[TG(58:2)]_FA16:0","TAG",41713.7293523153,139939.502081299
"[TG(54:5)]_FA16:1","TAG",1698582.97138977,2277896.6696106
"[TG(50:3)]_FA18:1","TAG",193219.192942301,589116.169018555
"[TG(56:2)]_FA20:4","TAG",98091.9133809408,309365.780490112
"[TG(52:0)]_FA16:1","TAG",89533.9469146729,298355.348126221
"PG(O-38:0)","PG",463288.92477417,639005.739825439
"FA(24:5)","FA",1381391.48153559,2098714.39401093
"LPG(13:0) | PG(12:0)","PG",29151.7789510091,57153.4076538086
"PI(30:0)","PI",164541.847635905,300027.004492188
"[TG(54:2)]_FA20:0","TAG",159999.511769613,477958.074658203
"CerP(d18:1/18:0)","Cer",1669.72012138367,3690.76026229858
"[TG(60:11)]_FA16:0","TAG",40746.6127802531,137993.593565369
"LPS(20:5) | PS(20:5)_2","PS",28384.1788228353,71912.2770507813
