"lipid","type","mean1","mean2"
"[TG(54:1)]_FA20:0","TAG",154802.179962158,381320.773193359
"[TG(58:2)]_FA18:0","TAG",225645.024111938,469531.645019531
"PE(O-34:2)","PE",143184.26645813,166297.288040161
"Linoelaidyl carnitine | O-linoleoylcarnitine | 9,12-Hexadecadienylcarnitine","CAR",4064336.2294342,4432866.36179097
"LPE(18:3)","PE",136304.265060425,312509.605248769
"[TG(52:0)]_FA20:4","TAG",748033.56938324,1525521.57327779
"PC(44:2)","PC",61629.8440078735,64708.2678743998
"FA(14:1)","FA",271381.06953125,368155.577799479
"LPI(20:5) | PI(20:5)","PI",42804.9831314087,132237.169047038
"15:0 Campesteryl ester_simulated | CE(16:0)","CE",839831.456690979,1958266.45148468
"1-O-carboceroyl-Cer(d18:1/16:0)","Cer",114.004000854492,154.993342081706
"Cer(d20:0/26:0)","Cer",187074.751018524,346705.938070933
"PI(38:6)","PI",238608.038214111,255781.200871785
"SM(d18:2/14:0)","SM",233653.565087891,499845.300333659
"CerP(d18:1/2:0)","Cer",331.016026306152,551.716712315877
"LPI(18:4) | PI(18:4)_2","PI",58496.2645355225,153728.041660309
"PC(48:0)","PC",54261.1114532471,114373.871805827
"[TG(54:6)]_FA20:0","TAG",128781.649334717,271566.278457642
"[TG(48:0)]_FA16:0","TAG",318932.677319336,774988.793660482
"CE(20:5)","CE",1326852.8628212,2942926.03020859
"PC(52:4)","PC",36085.8745552063,80190.3886038462
"[TG(56:8)]_FA20:0","TAG",227128.045953369,470288.71879069
"PE(O-40:4)","PE",87737.1301635742,100739.486996969
"PS(36:3)","PS",343025.013391113,364767.01574707
"PS(38:6)","PS",378878.783190918,400727.315348307
"[TG(52:1)]_FA20:0","TAG",191789.225732422,399437.346176147
"LPI(18:4) | PI(18:4)","PI",56485.5204406738,150955.53481547
"PI(44:4)","PI",32194.9142448425,78630.2052580516
"PS(38:0)","PS",561045.628222656,591665.912475586
"Cer(d18:0/14:0)","Cer",755.840055847168,940.720073064168
"Cer(d18:0/h26:0)","Cer",546.696035766602,572.630033493042
"PC(44:4)","PC",69954.729473877,74401.5515460968
"PC(O-32:1)","PC",1255229.87755737,1343710.89235433
"Stearoylcarnitine | hexadecanedioic acid mono-L-carnitine ester","CAR",5177294.88740921,5674836.56274287
"FA(18:0)","FA",2549909.59170609,3609754.13678996
"LPC(19:0)","PC",250829.08994751,535093.079203288
"PE(O-40:6)","PE",1359548.41309509,1517130.69488398
"SM(d18:0/12:0)","SM",256895.274615478,544017.142344157
"PE(40:10)","PE",94436.8662841797,108931.260421753
"1-O-tricosanoyl-Cer(d18:1/18:0)","Cer",126.832007598877,148.286687215169
"PE(O-40:5)","PE",160851.539373779,186598.260265986
"PG(O-38:2)","PG",382627.239233398,409792.292521159
"PC(44:12)","PC",119917.179774475,128265.019935608
"CerP(d18:1/24:0)","Cer",1600.86409759521,1733.12345504761
"[TG(48:0)]_FA18:1","TAG",246328.742840576,499010.55355835
"[TG(54:3)]_FA18:2","TAG",270281.346838379,586346.567179362
"PC(O-32:2)","PC",1248406.90453186,1346709.66537984
"[TG(56:6)]_FA20:0","TAG",141777.224731445,295811.882817586
"[TG(54:1)]_FA18:1","TAG",583385.931896973,1256635.52612305
"[TG(52:4)]_FA18:0","TAG",145344.719691467,323403.263069153
"[TG(54:4)]_FA20:4","TAG",247353.840014648,588003.68556722
"[TG(56:6)]_FA18:2","TAG",880315.126568603,924715.892618815
"[TG(58:3)]_FA18:1","TAG",184151.153048706,386443.351430257
"PC(44:10)","PC",90443.5706298828,97960.5967508952
"PE(O-40:0)","PE",193589.174343872,224849.753293355
"PI(34:6)","PI",81485.9250274658,206574.34463501
"LPI(20:3) | PI(20:3)","PI",56529.4127716064,152981.569980621
"PC(O-32:0)","PC",1271639.97338257,1377659.66701253
"PE(22:0)","PE",52490.9358886719,62363.3413658142
"[TG(48:1)]_FA18:1","TAG",236253.626147461,500184.261067708
"FA(26:1)","FA",1671966.16363983,3437885.84561793
"PE(22:1)","PE",88326.3854034424,105925.09425354
"[TG(50:4)]_FA16:0","TAG",154822.923175049,318277.108642578
"PI(O-40:4) | PI(P-40:3)","PI",72419.5168334961,168407.032639821
"[TG(54:0)]_FA18:2","TAG",95694.6943054199,211826.03511556
"[TG(56:5)]_FA18:1","TAG",872910.752923584,919669.721954346
"PE(O-40:3)","PE",88752.5620056152,104923.853731791
"[TG(58:4)]_FA18:2","TAG",183272.028347778,383425.627334595
"[TG(60:7)]_FA18:0","TAG",146449.869772339,297654.364486694
"LPE(20:4)","PE",54362.4317871094,78055.8786112467
"PS(38:2)","PS",1681628.32570801,1841131.68780518
"[TG(54:6)]_FA18:0","TAG",158754.428646851,327962.745300293
"[TG(60:4)]_FA18:0","TAG",104423.295806885,212376.962615967
"[TG(54:8)]_FA20:4","TAG",185247.537121582,377887.237284342
"3-hydroxypalmitoleoylcarnitine | Heptadecanoyl carnitine","CAR",2520284.03101273,2813243.01562373
"[TG(54:0)]_FA20:0","TAG",193280.993017578,435662.008555094
"[TG(54:2)]_FA16:1","TAG",310993.066815186,322415.718648275
"LPG(17:2)","PG",291018.35144043,314473.37802124
"FA(16:1)","FA",262819.755435181,301103.295155843
"LPS(13:0) | PS(12:0)","PS",7.65199890136723,155.083335240682
"[TG(58:3)]_FA18:0","TAG",126538.373104858,255958.535644531
"[TG(60:10)]_FA18:0","TAG",115057.991856384,231751.062700907
"15:0 Campesteryl ester_simulated | CE(16:0)_2","CE",868320.274160767,1948905.58313497
"17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester_2","CE",1133028.65802002,2501621.6605835
"Cer(d18:0/20:0(2OH))","Cer",1583.57209396362,1687.98346583048
"FA(24:0)","FA",1891687.1302948,4240272.27968089
"LPC(19:3)","PC",268839.241790771,573169.473388672
"PI(36:6)","PI",66360.652872467,162485.332249959
"SM(d18:1/12:0)","SM",240426.410205078,499179.395436605
"SM(d18:1/14:0)","SM",220487.907897949,460982.943786621
"PE(40:1)","PE",113325.819033813,134399.702875773
"[TG(52:5)]_FA18:1","TAG",141291.477752686,313138.692270915
"PE(36:5)","PE",70808.8363861084,85730.9720153809
"PI(34:4)","PI",60606.4162765503,149002.197751363
"PI(38:4)","PI",601298.140150452,702128.846150716
"LPC(21:4)","PC",1028615.59602051,1227524.81233724
"PS(P-40:6)","PS",575400.659558106,623993.339579264
"[TG(58:3)]_FA16:0","TAG",125867.185266113,269463.86710612
"PI(P-34:1)","PI",64470.9164093018,159709.224182129
"[TG(54:6)]_FA18:1","TAG",118545.140020752,242165.28044637
"PI(O-36:2) | PI(P-36:1)","PI",77960.9057312012,184014.284477234
"[TG(58:4)]_FA16:1","TAG",107821.104275513,233676.375834147
"[TG(50:3)]_FA18:2","TAG",311943.585839844,795219.542317708
"FA(22:6)","FA",1796538.83969116,1948439.92866262
"PC(44:6)","PC",75593.912991333,83925.6995315552
"[TG(52:4)]_FA20:4","TAG",285042.333764648,622973.058909098
"PC(48:2)","PC",49508.787033844,102145.693951289
"[TG(60:7)]_FA20:4","TAG",129552.233551025,261462.334879557
"1-O-stearoyl-Cer(d18:1/16:0)","Cer",1280.39608230591,1519.53344408671
"[TG(52:6)]_FA16:0","TAG",137595.921032715,283125.005666097
"PI(32:0)","PI",255574.852880859,754013.210652669
"[TG(56:2)]_FA16:1","TAG",187483.664926147,373172.004196167
"PC(44:7)","PC",77404.0417633057,85129.8030370077
"PI(44:3)","PI",31604.8421928406,73894.241800944
"CerP(d18:0/16:0)","Cer",1755.43214187622,1943.52351379395
"[TG(52:6)]_FA18:2","TAG",112064.719595337,255133.592346191
"[TG(48:1)]_FA16:1","TAG",286733.867871094,684278.473592122
"PI(36:0)","PI",159675.931323242,418442.24230957
"PC(O-44:5)","PC",114751.119589233,127113.601918538
"PI(24:0)","PI",64141.4764907837,171875.323582967
"PI(44:10)","PI",34225.6183189392,82189.6326459249
"[TG(54:5)]_FA18:0","TAG",121858.300640869,243523.764149984
"CerP(d18:1/8:0)","Cer",2036.61214447021,2259.12349828084
"PS(O-40:6)_2","PS",646719.310205078,720020.00406901
"[TG(50:2)]_FA18:2","TAG",115633.487756348,247811.276606242
"PI(44:5)","PI",29390.618196106,71499.304895401
"[TG(50:1)]_FA18:2","TAG",83789.0262542725,178349.496098836
"[TG(54:0)]_FA18:1","TAG",175230.708679199,350746.253702799
"[TG(56:8)]_FA20:4","TAG",171226.273162842,354394.158081055
"PI(O-36:0)","PI",86429.6461425781,202773.174702962
"PI(42:6)","PI",56634.9274841309,129817.392894745
"PE(40:7)","PE",195164.50848999,235436.433614095
"PC(O-44:4)","PC",102513.418945312,114328.018157959
"[TG(48:1)]_FA18:2","TAG",178463.651812744,362105.781702677
"[TG(60:11)]_FA18:1","TAG",80243.5455993652,165358.718154907
"17:0 Campesteryl ester_simulated | CE(18:0) | 16:0 Sitosteryl ester","CE",1158446.17296371,2495816.80609512
"LPI(22:0) | PI(22:0)","PI",194968.937198639,464298.020604451
"SM(d18:0/14:0)","SM",205973.65994873,421198.847300212
"[TG(58:0)]_FA16:0","TAG",102797.835112,206138.467714945
"PS(38:4)","PS",473353.104956055,530512.564371745
"PG(22:2)","PG",32043.9576477051,170508.537943522
"LPC(18:1)","PC",315796.655865479,648006.963907878
"PC(O-32:3)","PC",1215913.08030396,1367807.14757284
"PE(O-18:1)","PE",216270.632910156,460917.241834005
"[TG(54:1)]_FA16:0","TAG",309373.021508789,328657.816223145
"[TG(56:3)]_FA20:4","TAG",231508.752572632,458161.908503214
"PE(14:0)","PE",82.4480087280273,289.996691385905
"[TG(56:4)]_FA20:4","TAG",536436.824658203,1129032.50136312
"[TG(60:1)]_FA18:1","TAG",128064.997137451,258311.764650981
"1-O-eicosanoyl-Cer(d18:1/16:0)","Cer",0,0
"Cer(d18:0/16:0)","Cer",19970.6494773865,18699.9946950277
"LPC(14:0)","PC",137115.345046997,294666.371841431
"LPC(20:0)","PC",350668.834130859,426777.180338542
"[TG(48:0)]_FA16:1","TAG",115033.1003479,236084.84294637
"[TG(58:7)]_FA20:4","TAG",144324.451583862,286456.446706136
"PI(38:5)","PI",233151.161380768,283130.664656321
"FA(22:5)","FA",1410242.76656647,1602777.07441839
"PE(36:7)","PE",121414.187719727,147218.650060018
"LPC(18:4)","PC",181939.457562256,372780.178949992
"LPI(16:1) | PI(16:1)_2","PI",476578.668771362,1020014.09822591
"Lyso_Sphingosine-1-phosphocholine","SM",150473.777313232,321156.176930745
"[TG(60:11)]_FA16:1","TAG",69988.2050720215,138917.726745605
"[TG(54:3)]_FA16:0","TAG",394891.817053223,433824.176066081
"[TG(54:4)]_FA16:1","TAG",390759.603869629,428548.532755534
"[TG(56:2)]_FA20:0","TAG",268170.334912109,539015.489857992
"[TG(60:12)]_FA18:2","TAG",76783.5130187988,159589.600870768
"[TG(60:3)]_FA20:4","TAG",462737.078118896,875294.052055359
"LPC(18:0)","PC",303717.052893066,619759.295450846
"LPC(18:2)","PC",290931.156732178,594860.07808431
"LPC(20:5)","PC",162247.923274231,333114.304679871
"PG(38:0) | PG(P-40:6)","PG",534204.974816895,592598.618906657
"PI(28:2)","PI",61592.8528953552,146935.575787862
"PS(O-38:2)","PS",399051.710742188,452527.105855306
"Cer(d18:0/26:0)","Cer",1042.66407241821,1457.5300916036
"PS(40:4)","PS",259023.95378418,293738.817159017
"[TG(56:5)]_FA20:4","TAG",384822.531982422,761367.879038493
"[TG(60:12)]_FA18:0","TAG",164204.934375,313713.283111572
"PS(42:4)","PS",269353.881842041,544667.990305583
"LPC(19:2)","PC",291219.597045898,596430.320404053
"[TG(60:4)]_FA20:0","TAG",159489.356777954,309788.881835938
"[TG(60:5)]_FA18:0","TAG",130869.032894897,251025.535451253
"Cer(d18:0/22:0)","Cer",2156.31612625122,2497.91017087301
"Cer(d18:1/12:0)","Cer",2396.94816055298,2740.2135403951
"[TG(60:2)]_FA18:2","TAG",124616.049215698,249603.827123006
"[TG(52:1)]_FA18:2","TAG",116073.399905396,245868.91947937
"[TG(58:7)]_FA16:0","TAG",138546.404714966,270924.520665487
"[TG(60:0)]_FA16:0","TAG",73963.5253440857,144228.526602427
"[TG(60:2)]_FA18:0","TAG",99752.5750915527,195283.05413564
"[TG(60:9)]_FA18:0","TAG",105285.564175415,204461.284072876
"LPC(14:1)","PC",153444.839501953,318596.547556559
"LPC(16:1)","PC",374614.13894043,737147.643870036
"Lyso_Sphinganine-1-phosphocholine","SM",142154.234533691,303195.829874674
"PG(34:4)","PG",194640.408886719,216348.836090088
"PG(38:6)","PG",294925.985083008,333378.171966553
"PI(42:9)","PI",43310.4031929016,99429.2907587687
"PI(44:12)","PI",40984.8432502747,94275.8968391418
"[TG(54:1)]_FA18:0","TAG",432371.255926514,834795.464243571
"LPS(14:1) | PS(14:1)_2","PS",536.188037109375,896.250048955282
"PS(O-28:0)","PS",423509.356152344,475127.291025798
"PI(26:0)","PI",98937.55,250109.711140951
"[TG(58:5)]_FA18:2","TAG",99426.8793212891,201487.473215739
"LPC(17:2)","PC",317055.104290771,623780.592152913
"LPC(19:1)","PC",292878.500524902,588068.052988688
"[TG(54:2)]_FA18:1","TAG",434446.086999512,845853.076182048
"LPS(13:0) | PS(12:0)_2","PS",0,145.320001602173
"[TG(60:8)]_FA16:1","TAG",87422.7346954346,170840.828656514
"[TG(60:11)]_FA20:0","TAG",132646.389828491,259538.197715759
"CerP(d18:1/22:0)","Cer",1603.52810745239,1913.63346799215
"PE(34:5)","PE",101499.815055084,134806.519126892
"PG(O-28:0)","PG",333159.923059082,375341.945292155
"PI(O-34:0)","PI",130841.185339355,318762.205078125
"LPC(18:3)","PC",240875.26194458,484226.233072917
"[TG(56:8)]_FA16:0","TAG",263408.999124145,288296.749989827
"[TG(60:10)]_FA16:0","TAG",68091.116506958,134462.449462891
"[TG(60:5)]_FA16:1","TAG",73333.0657653809,142511.607376099
"LPC(16:1)_2","PC",360486.548077393,701446.907104492
"[TG(58:8)]_FA16:1","TAG",139903.965281677,271491.375495911
"LPE(22:0)","PE",57893.1680618286,74987.2549565633
"LPI(19:1)","PI",140808.150463867,340064.469868978
"PE(36:6)","PE",72143.6730117798,92980.2026824951
"PG(40:9)","PG",185446.01661377,214342.247517904
"LPC(22:5)","PC",1062450.82910156,1395046.47265625
"[TG(52:0)]_FA16:0","TAG",295371.839489746,591066.07804362
"[TG(58:9)]_FA20:4","TAG",185287.208792114,355103.97274526
"LPI(16:1) | PI(16:1)","PI",485739.590447998,1019350.24531555
"PI(O-38:4) | PI(P-38:3)","PI",108333.683053589,136626.225858053
"PS(O-38:5)","PS",170977.748144531,201543.057352702
"PS(P-28:0)","PS",745225.071466064,839483.049235026
"[TG(58:1)]_FA16:1","TAG",108404.64385376,209542.014724731
"LPC(22:6)","PC",1228275.28339844,1559116.05777995
"[TG(54:1)]_FA16:1","TAG",366964.48961792,685405.925435384
"[TG(60:3)]_FA16:0","TAG",68308.221182251,133262.265383402
"[TG(60:6)]_FA18:0","TAG",154363.930471802,289236.436101278
"Cer(d18:0/18:0(2OH))","Cer",944.388066864014,1477.61340840658
"Cer(d18:0/22:0(2OH))","Cer",1288.30809707642,1712.26012802124
"LPC(17:1)","PC",336063.638360596,655553.244262695
"LPG(20:1) | PG(20:1)","PG",96812.4509521484,125316.608561198
"PG(40:1)","PG",251912.889599609,285058.189198812
"PI(P-20:0)","PI",140119.807928467,340091.144175212
"PI(P-34:4)","PI",48921.2231369019,114807.097831726
"[TG(60:4)]_FA16:0","TAG",74295.8686172485,143225.456705729
"PI(O-34:4) | PI(P-34:3)","PI",60334.8525566101,136535.603363037
"PS(P-16:0)","PS",327388.40480957,819922.714253744
"[TG(52:0)]_FA20:0","TAG",198608.512579346,393088.188903809
"[TG(54:7)]_FA18:2","TAG",82858.138067627,171997.195307414
"[TG(58:4)]_FA18:1","TAG",91504.042489624,182865.562220256
"LPC(22:4)","PC",836301.175292969,1185614.09000651
"PS(40:9)","PS",210624.819628906,246431.313791911
"LPC(21:0)","PC",937738.999389648,1266271.9790446
"[TG(52:5)]_FA16:1","TAG",667066.073565674,753340.651219686
"[TG(48:2)]_FA18:2","TAG",185927.994311523,404071.867757161
"[TG(52:2)]_FA20:4","TAG",122038.668832397,236047.142512004
"[TG(60:7)]_FA16:0","TAG",87093.3101989746,167668.63869222
"[TG(60:8)]_FA18:2","TAG",98581.8387237549,192431.797393799
"Cer(d18:1/26:0)","Cer",1917.7721031189,2571.00015830994
"LPG(22:2)","PG",36998.6480712891,171365.602437337
"LPI(18:2) | PI(18:2)","PI",193801.302258301,401247.572967529
"LPS(12:0) | PS(12:0)","PS",22655.0379760742,61613.5975348155
"LPC(17:0)","PC",261194.90300293,503068.50402832
"LPI(18:2) | PI(18:2)_2","PI",193989.819650269,401655.676063538
"PS(40:1)","PS",257685.571081543,297955.861826579
"[TG(56:7)]_FA18:2","TAG",326098.95567627,373635.564875285
"PI(34:2)","PI",120382.456652832,310530.038004557
"[TG(60:0)]_FA20:0","TAG",4255818.97874756,8301929.91980743
"[TG(60:6)]_FA18:2","TAG",69529.228805542,139614.786554972
"PI(O-30:0)","PI",116194.44781189,284762.634134928
"[TG(60:3)]_FA20:0","TAG",121678.695927429,232864.31598409
"[TG(56:6)]_FA18:1","TAG",328058.788525391,376803.389320374
"[TG(60:3)]_FA18:1","TAG",68747.3929473877,137376.219228109
"PI(O-38:6) | PI(P-38:5)","PI",82254.9781478882,184061.390808105
"[TG(60:1)]_FA18:0","TAG",105075.159294128,199420.994544983
"[TG(60:8)]_FA18:0","TAG",128670.52121582,242797.743209839
"[TG(58:10)]_FA16:0","TAG",102765.591439819,193557.18107605
"[TG(52:1)]_FA16:1","TAG",291950.596588135,575978.357981364
"[TG(60:0)]_FA18:2","TAG",73298.8891296387,142035.537943522
"LPC(10:0)","PC",25551.8061584473,36902.3128814697
"LPE(15:0)","PE",146787.681459808,304729.585449219
"LPG(20:1) | PG(20:1)_2","PG",95641.48203125,125772.575805664
"PE(P-42:4)","PE",98131.6703811646,122152.725529989
"PI(26:1)","PI",204585.570899963,472593.562316895
"PI(O-28:0)","PI",121546.712324524,266648.756192525
"[TG(56:2)]_FA16:0","TAG",163202.456137085,308274.265263875
"LPS(15:1)","PS",283256.440209961,753777.234883626
"PG(36:4)","PG",195584.245996094,231185.155609131
"[TG(52:4)]_FA16:0","TAG",678224.742791748,774999.213846842
"LPI(18:1) | PI(18:1)_2","PI",255065.945768738,518851.408912659
"1-O-myristoyl-Cer(d18:1/16:0)","Cer",1167.52006607056,1676.80010604858
"LPI(18:1) | PI(18:1)","PI",256822.696490479,520236.418408712
"[TG(60:7)]_FA18:1","TAG",101730.942874146,195577.926778158
"[TG(58:0)]_FA18:2","TAG",110256.623626709,211486.904815674
"LPG(22:0) | PG(22:0)","PG",105489.491418457,135339.586975098
"PG(42:1)","PG",136339.797937012,166772.228464762
"PI(44:6)","PI",35928.4987205505,78405.9457537333
"[TG(60:1)]_FA16:1","TAG",75511.7294898987,142773.836521149
"PI(44:1)","PI",26829.4420051575,61544.7109152476
"Cer(d14:1(4E)/26:0(2OH))","Cer",272534.339492035,448197.812649409
"PS(36:4)","PS",216100.678491211,258682.760111491
"PI(O-42:2)","PI",37508.3701164246,83901.9060141246
"PI(P-38:6)","PI",177727.404956055,421114.164927165
"PI(O-36:3) | PI(P-36:2)","PI",112212.171961212,229824.769560496
"Cer(d18:0/20:0)","Cer",1378.58009109497,1945.96347999573
"[TG(54:2)]_FA18:2","TAG",352298.699169922,772745.495035807
"[TG(54:3)]_FA16:1","TAG",223866.996640015,258797.607976278
"PE(18:4)","PE",83518.3733917236,184011.82649231
"[TG(54:2)]_FA16:0","TAG",224876.399021912,260386.954325358
"PE(52:4)","PE",42430.3509048462,54446.870669047
"[TG(54:1)]_FA18:2","TAG",145485.322442627,284581.327229818
"[TG(58:4)]_FA16:0","TAG",80003.1535858154,151588.090215047
"PE(46:1)","PE",53936.7958618164,70449.9850126902
"PG(38:9)","PG",361860.619299316,432138.503845215
"PI(20:1)","PI",122461.284356689,302273.136561076
"PI(44:8)","PI",34088.3223167419,74087.2714780172
"PI(36:3)","PI",110757.000234985,239358.672747294
"PI(42:0)","PI",43754.639365387,95158.0667826335
"[TG(50:3)]_FA16:1","TAG",287111.738134766,610675.762186686
"[TG(60:12)]_FA16:0","TAG",87466.2821166992,163544.157892863
"[TG(60:3)]_FA16:1","TAG",66306.148109436,123764.092163086
"[TG(60:5)]_FA20:4","TAG",275430.432048035,501343.073740641
"LPC(20:4)","PC",161289.860705566,313066.316009521
"PC(40:3)","PC",929333.479541016,1203828.53857422
"PE(P-42:0)","PE",84009.3145050049,109846.64138031
"PI(40:3)","PI",61809.1965957642,129176.879014333
"[TG(60:6)]_FA16:0","TAG",78287.513772583,147391.633679708
"PG(34:5)_2","PG",97398.586730957,131395.655375163
"PI(36:8)","PI",85607.8025131226,198763.311503092
"PI(44:2)","PI",27095.3177818298,60043.6910438538
"[TG(60:2)]_FA16:0","TAG",64278.2004165649,121283.475524902
"[TG(50:0)]_FA16:1","TAG",146994.961907959,284398.042622884
"[TG(52:5)]_FA20:0","TAG",104273.911672974,196422.133122762
"[TG(52:2)]_FA18:2","TAG",268573.316259766,632514.25016276
"[TG(54:5)]_FA20:0","TAG",91314.2059509277,185102.372723897
"LPG(17:1) | PG(P-18:0)","PG",237877.171636963,284167.4149882
"PG(P-28:0)","PG",627973.96317749,732416.678426107
"PG(P-38:6)","PG",404431.864160156,480129.811442057
"PI(40:5)","PI",76774.2772262573,180884.938443502
"PI(42:8)","PI",55209.2997505188,115814.681189219
"PI(44:0)","PI",32611.5063743591,70100.0348434448
"LPG(22:0) | PG(22:0)_2","PG",110613.160290527,143667.739634196
"LPS(17:2)","PS",473641.905981445,565620.677266439
"[TG(60:1)]_FA16:0","TAG",65615.4244949341,122933.002550761
"[TG(60:5)]_FA18:1","TAG",71990.1285797119,139161.733149211
"PG(34:1)","PG",285352.622045898,344083.424743652
"[TG(60:4)]_FA18:2","TAG",67268.5448440552,132759.722685496
"[TG(50:2)]_FA16:0","TAG",290162.812158203,606971.582377116
"PG(32:3)","PG",119152.172027588,248057.387827555
"LPS(20:1) | PS(20:1)","PS",140570.361962891,192561.127766927
"PG(32:2)","PG",346572.09876709,665544.390563965
"[TG(60:10)]_FA16:1","TAG",65229.6924194336,124257.631205241
"CerP(d18:1/16:0)","Cer",4251.56030349731,4888.46033922831
"PI(36:5)","PI",51522.0076797485,114321.642017365
"[TG(58:0)]_FA16:1","TAG",134171.017532349,247495.977933248
"CerP(d18:1/24:1(15Z))","Cer",1411.80408935547,2105.36346435547
"PG(P-42:4)","PG",185354.789337158,222182.092732747
"[TG(60:0)]_FA16:1","TAG",71200.4573577881,132048.075325648
"LPS(20:1) | PS(20:1)_2","PS",133662.072314453,183739.526570638
"PG(O-36:4)","PG",204756.042028809,247796.334823608
"PE(30:2)","PE",171036.990974426,346891.310007731
"PI(42:1)","PI",39472.3665901184,84035.9625631968
"PS(O-40:3)","PS",170080.672290039,208509.33807373
"[TG(54:4)]_FA20:0","TAG",172051.043824768,311988.456804911
"[TG(60:6)]_FA18:1","TAG",83759.5738739014,160888.847938538
"[TG(60:7)]_FA16:1","TAG",80946.1131561279,146846.059692383
"[TG(60:8)]_FA18:1","TAG",101954.18343811,196268.447392782
"LPE(15:1)","PE",245148.535190582,467511.817717234
"PE(34:4)","PE",95202.6795196533,127458.402069092
"PI(36:2)","PI",165316.696914673,348367.218119303
"PI(36:7)","PI",89396.8226776123,197228.124720256
"Cer(d18:0/h24:0)","Cer",3067.41616973877,3966.62359809875
"LPI(20:1)","PI",117782.387011719,291764.90469869
"PE(30:0)","PE",111020.904650879,153281.341430664
"PI(42:4)","PI",37398.2147132874,82342.5090840658
"[TG(60:2)]_FA18:1","TAG",68006.4444702148,132349.402364095
"[TG(60:9)]_FA18:2","TAG",101555.243359375,194827.622052511
"LPC(20:3)","PC",166950.597479248,319986.39654541
"LPI(13:0)","PI",290.284027099609,2128.10351880391
"PI(44:7)","PI",40699.9547271729,89166.8459370931
"PS(36:0)","PS",425244.948828125,514429.732889811
"LPE(22:4)","PE",20396.9694091797,39155.7999140422
"PI(42:5)","PI",47072.2712493896,100692.263633728
"[TG(60:9)]_FA16:0","TAG",66109.9205261231,123658.125378927
"LPG(14:0)","PG",224.224007415772,602.110036214193
"PG(36:0)","PG",398917.921044922,480541.916615804
"PS(O-34:2)","PS",188323.334509277,365182.10723877
"[TG(54:1)]_FA20:4","TAG",267152.365182495,475623.955469767
"LPI(21:0)","PI",80224.397782898,203226.84185791
"12-Hydroxy-12-octadecanoylcarnitine | 3-hydroxyoctadecanoylcarnitine","CAR",1348796.34701767,1724877.59069443
"[TG(60:7)]_FA18:2","TAG",83460.9303619385,159474.127853394
"PS(26:0)","PS",383952.743017578,474573.947753906
"[TG(56:5)]_FA20:0","TAG",107257.203955078,199525.035786947
"[TG(60:11)]_FA18:2","TAG",74194.3890258789,140647.566401164
"LPC(16:0)","PC",303847.273181152,558271.762751261
"LPE(18:1)","PE",118049.056460571,155386.925338745
"PE(42:5)","PE",87103.6223724365,116104.5815684
"[TG(60:3)]_FA18:2","TAG",70134.981149292,133158.53242747
"[TG(60:6)]_FA16:1","TAG",74440.0214782715,136354.60979716
"Cer(t18:0/18:0(2OH))","Cer",2629.6641204834,3226.60690307617
"LPS(14:1) | PS(14:1)","PS",584.88803024292,1129.43007596334
"PE(O-42:4)","PE",76885.7653564453,104913.043749491
"[TG(56:3)]_FA16:1","TAG",150709.90163269,271514.203196208
"[TG(60:2)]_FA20:4","TAG",193970.130210876,344075.275461833
"[TG(50:2)]_FA16:1","TAG",257702.140014648,532831.576253255
"LPE(24:0)","PE",52829.5709899902,76242.4785893758
"[TG(60:10)]_FA18:1","TAG",73746.6458557129,140370.502532959
"PE(32:1)","PE",111552.94694519,150443.984509786
"[TG(56:1)]_FA20:0","TAG",350226.856561279,624359.070617676
"[TG(58:6)]_FA16:0","TAG",132888.200854492,234487.01318868
"Cer(d18:0/24:0)","Cer",2132.00413665771,3049.64353052775
"Cer(t18:0/20:0(2OH))","Cer",3263.83220748901,3801.75360616048
"LPC(22:1)","PC",273147.686865234,631358.969889323
"LPG(17:1) | PG(P-18:0)_2","PG",236589.66159668,289174.678670247
"PE(16:1)","PE",109286.903942871,221571.094828288
"PE(32:4)","PE",50901.8916259766,72120.6987330119
"PI(32:1)","PI",156787.334008789,380050.101267497
"PI(36:1)","PI",151138.242416382,308461.655721029
"[TG(52:5)]_FA16:0","TAG",109333.919223022,200843.183670044
"PS(P-40:2)","PS",163988.175683594,205752.36130778
"PE(O-34:4)","PE",63394.0127685547,88341.2296473185
"PG(26:0)","PG",322074.691369629,398281.74399821
"PS(O-36:4)","PS",230754.016699219,285428.916493734
"[TG(58:7)]_FA16:1","TAG",130878.073524475,231425.693387349
"22:2 Stigmasteryl ester | 22:3 Sitosteryl ester","CE",1432684.90784912,2677011.9392217
"PS(P-38:6)","PS",440891.783178711,541513.78704834
"[TG(60:5)]_FA16:0","TAG",75653.6773590088,136429.96320343
"LPI(22:6) | PI(22:6)_2","PI",90830.4346740723,207280.481519063
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))","Cer",181740.853855896,209352.76351738
"[TG(52:0)]_FA16:1","TAG",156459.135211182,285212.560684204
"PS(32:3)","PS",161431.671911621,310057.34912618
"CE(20:4) | 18:3 Stigmasteryl ester","CE",1470284.60323944,2878675.54587301
"PC(44:1)","PC",52052.1317199707,65139.7114804586
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine","CAR",1915302.50788727,2381419.24194082
"[TG(54:6)]_FA16:0","TAG",329002.571728516,385436.720062256
